type,t,x,y,z,qx,qy,qz,qw
real,12.877000,-1.076699,-0.549661,0.008728,0.000011,0.000779,-0.002178,0.999997
odom,12.911000,-1.027439,-0.573583,0.008729,0.000011,0.000768,-0.003069,0.999995
estimator,1716592603.090970,-1.098102,-0.572894,0.009754,-0.000020,0.000576,-0.002178,0.999997
real,12.911000,-1.068321,-0.549705,0.008729,0.000011,0.000768,-0.003069,0.999995
odom,12.945000,-1.048976,-0.614683,0.008729,0.000002,0.000758,-0.002191,0.999997
estimator,1716592603.124340,-1.027438,-0.573583,0.009784,-0.000020,0.000565,-0.003069,0.999995
real,12.945000,-1.059492,-0.549752,0.008729,0.000002,0.000758,-0.002191,0.999997
odom,12.979000,-1.049539,-0.452318,0.008719,0.000008,0.000775,-0.001299,0.999999
estimator,1716592603.183309,-0.534555,-0.702927,0.011324,-0.000002,0.000438,0.036925,0.999318
real,12.979000,-1.050655,-0.549783,0.008719,0.000008,0.000775,-0.001299,0.999999
odom,13.013000,-1.075301,-0.527302,0.008714,0.000015,0.000786,-0.000407,1.000000
estimator,1716592603.193093,-1.026337,-0.533701,0.009749,-0.000029,0.000555,-0.002431,0.999997
real,13.013000,-1.041818,-0.549799,0.008714,0.000015,0.000786,-0.000407,1.000000
odom,13.047000,-1.002638,-0.479438,0.008711,0.000013,0.000797,0.000487,1.000000
estimator,1716592603.226804,-1.075299,-0.527302,0.009761,-0.000022,0.000566,-0.000407,1.000000
real,13.047000,-1.033453,-0.549798,0.008711,0.000013,0.000797,0.000487,1.000000
odom,13.081000,-1.047603,-0.540889,0.008718,0.000004,0.000776,0.001379,0.999999
estimator,1716592603.260374,-1.002636,-0.479438,0.009786,-0.000024,0.000577,0.000487,1.000000
real,13.081000,-1.025082,-0.549783,0.008718,0.000004,0.000776,0.001379,0.999999
odom,13.115000,-1.103882,-0.452837,0.008721,0.000006,0.000766,0.002271,0.999997
estimator,1716592603.293609,-1.047602,-0.540889,0.009777,-0.000033,0.000556,0.001379,0.999999
real,13.115000,-1.016711,-0.549752,0.008721,0.000006,0.000766,0.002271,0.999997
odom,13.149000,-0.960108,-0.591449,0.008733,0.000014,0.000756,0.001399,0.999999
estimator,1716592603.327577,-1.103881,-0.452837,0.009749,-0.000032,0.000546,0.002271,0.999997
real,13.149000,-1.007873,-0.549719,0.008733,0.000014,0.000756,0.001399,0.999999
odom,13.183000,-0.947538,-0.461181,0.008727,0.000006,0.000779,0.000509,1.000000
estimator,1716592603.393865,13.294169,6.642206,-0.038544,-0.001277,0.000881,-0.030928,0.999520
odom,13.217000,-1.014326,-0.466054,0.008724,0.000005,0.000790,-0.000382,1.000000
estimator,1716592603.401429,-0.950813,-0.524343,0.009822,-0.000024,0.000536,0.000984,0.999999
real,13.183000,-0.999029,-0.549702,0.008727,0.000006,0.000779,0.000509,1.000000
real,13.217000,-0.990185,-0.549701,0.008724,0.000005,0.000790,-0.000382,1.000000
odom,13.251000,-1.003906,-0.647979,0.008720,0.000008,0.000799,-0.001269,0.999999
estimator,1716592603.431314,-1.014324,-0.466054,0.009780,-0.000025,0.000547,-0.000382,1.000000
real,13.251000,-0.981813,-0.549715,0.008720,0.000008,0.000799,-0.001269,0.999999
odom,13.285000,-0.914312,-0.540546,0.008726,0.000011,0.000776,-0.002160,0.999997
estimator,1716592603.465500,-1.003904,-0.647979,0.009792,-0.000021,0.000556,-0.001269,0.999999
real,13.285000,-0.973436,-0.549743,0.008726,0.000011,0.000776,-0.002160,0.999997
odom,13.319000,-0.885104,-0.482841,0.008728,0.000009,0.000767,-0.003050,0.999995
estimator,1716592603.497990,-0.914310,-0.540546,0.009835,-0.000018,0.000533,-0.002160,0.999998
real,13.319000,-0.965058,-0.549787,0.008728,0.000009,0.000767,-0.003050,0.999995
odom,13.353000,-0.922402,-0.606305,0.008733,0.000009,0.000759,-0.003939,0.999992
estimator,1716592603.531492,-0.885102,-0.482841,0.009847,-0.000020,0.000524,-0.003050,0.999995
real,13.353000,-0.956222,-0.549848,0.008733,0.000009,0.000759,-0.003939,0.999992
odom,13.387000,-0.866861,-0.565463,0.008726,0.000010,0.000779,-0.004829,0.999988
estimator,1716592603.590909,-1.940721,1.540171,0.015751,0.000176,-0.002847,-0.003325,0.999990
real,13.387000,-0.947378,-0.549926,0.008726,0.000010,0.000779,-0.004829,0.999988
odom,13.421000,-0.868588,-0.606324,0.008724,0.000008,0.000787,-0.005720,0.999983
estimator,1716592603.600107,-0.888320,-0.590763,0.009806,-0.000020,0.000516,-0.003870,0.999992
real,13.421000,-0.938535,-0.550019,0.008724,0.000008,0.000787,-0.005720,0.999983
odom,13.455000,-0.840575,-0.512994,0.008719,0.000010,0.000796,-0.006608,0.999978
estimator,1716592603.634411,-0.868586,-0.606324,0.009782,-0.000023,0.000523,-0.005720,0.999984
real,13.455000,-0.930164,-0.550122,0.008719,0.000010,0.000796,-0.006608,0.999978
odom,13.489000,-0.888075,-0.556346,0.008726,0.000014,0.000777,-0.007499,0.999972
estimator,1716592603.668632,-0.840573,-0.512994,0.009786,-0.000020,0.000532,-0.006608,0.999978
real,13.489000,-0.921787,-0.550240,0.008726,0.000014,0.000777,-0.007499,0.999972
odom,13.523000,-0.943596,-0.613400,0.008727,0.000013,0.000767,-0.008389,0.999965
estimator,1716592603.702616,-0.888074,-0.556346,0.009770,-0.000016,0.000513,-0.007499,0.999972
real,13.523000,-0.913410,-0.550373,0.008727,0.000013,0.000767,-0.008389,0.999965
odom,13.557000,-0.853594,-0.477167,0.008721,0.000014,0.000794,-0.009278,0.999957
estimator,1716592603.735976,-0.943595,-0.613400,0.009746,-0.000016,0.000503,-0.008389,0.999965
real,13.557000,-0.905506,-0.550512,0.008721,0.000014,0.000794,-0.009278,0.999957
odom,13.591000,-0.870383,-0.475415,0.008714,0.000011,0.000804,-0.009286,0.999957
estimator,1716592603.798450,2.089174,0.043233,0.016400,0.002010,0.003603,0.000209,0.999991
odom,13.625000,-0.899682,-0.511546,0.008718,0.000015,0.000772,-0.010169,0.999948
estimator,1716592603.806309,-0.854236,-0.481269,0.009780,-0.000015,0.000530,-0.008902,0.999960
real,13.591000,-0.898063,-0.550651,0.008714,0.000011,0.000804,-0.009286,0.999957
real,13.625000,-0.890617,-0.550795,0.008718,0.000015,0.000772,-0.010169,0.999948
odom,13.659000,-0.893427,-0.515759,0.008723,0.000017,0.000760,-0.011059,0.999939
estimator,1716592603.839141,-0.899680,-0.511546,0.009785,-0.000011,0.000498,-0.010169,0.999948
real,13.659000,-0.883171,-0.550953,0.008723,0.000017,0.000760,-0.011059,0.999939
odom,13.693000,-0.943407,-0.491127,0.008712,0.000012,0.000794,-0.010184,0.999948
estimator,1716592603.872871,-0.893426,-0.515759,0.009794,-0.000009,0.000486,-0.011059,0.999939
real,13.693000,-0.876199,-0.551102,0.008712,0.000012,0.000794,-0.010184,0.999948
odom,13.727000,-0.930411,-0.475559,0.008728,0.000013,0.000744,-0.009294,0.999957
estimator,1716592603.908087,-0.943405,-0.491127,0.009755,-0.000014,0.000520,-0.010184,0.999948
real,13.727000,-0.868071,-0.551261,0.008728,0.000013,0.000744,-0.009294,0.999957
odom,13.761000,-0.946062,-0.555970,0.008740,0.000019,0.000733,-0.009286,0.999957
estimator,1716592603.943166,-0.930410,-0.475559,0.009776,-0.000013,0.000469,-0.009294,0.999957
real,13.761000,-0.859233,-0.551425,0.008740,0.000019,0.000733,-0.009286,0.999957
odom,13.795000,-0.783562,-0.618292,0.008720,0.000014,0.000781,-0.010168,0.999948
estimator,1716592604.052512,0.014140,-0.880011,0.010579,0.000050,0.000450,0.050068,0.998746
real,13.795000,-0.850389,-0.551596,0.008720,0.000014,0.000781,-0.010168,0.999948
odom,13.829000,-0.746343,-0.478869,0.008706,0.000014,0.000822,-0.009292,0.999956
estimator,1716592604.060342,-0.861186,-0.587812,0.009707,-0.000008,0.000459,-0.009690,0.999953
odom,13.863000,-0.846758,-0.512834,0.008724,0.000019,0.000786,-0.009284,0.999957
estimator,1716592604.068296,-0.746342,-0.478869,0.009633,-0.000008,0.000499,-0.009292,0.999957
real,13.829000,-0.842021,-0.551760,0.008706,0.000014,0.000822,-0.009292,0.999956
real,13.863000,-0.833648,-0.551915,0.008724,0.000019,0.000786,-0.009284,0.999957
odom,13.897000,-0.877705,-0.558323,0.008732,0.000023,0.000756,-0.010167,0.999948
estimator,1716592604.077339,-0.846757,-0.512834,0.009587,-0.000003,0.000463,-0.009284,0.999957
real,13.897000,-0.825271,-0.552078,0.008732,0.000023,0.000756,-0.010167,0.999948
odom,13.931000,-0.764196,-0.585260,0.008720,0.000008,0.000789,-0.009292,0.999957
estimator,1716592604.111381,-0.877704,-0.558323,0.009578,0.000001,0.000433,-0.010167,0.999948
real,13.931000,-0.817369,-0.552232,0.008720,0.000008,0.000789,-0.009292,0.999957
odom,13.965000,-0.824397,-0.480327,0.008714,0.000014,0.000787,-0.010165,0.999948
estimator,1716592604.145519,-0.764195,-0.585260,0.009640,-0.000015,0.000466,-0.009292,0.999957
real,13.965000,-0.809457,-0.552386,0.008714,0.000014,0.000787,-0.010165,0.999948
odom,13.999000,-0.815070,-0.536389,0.008735,0.000020,0.000739,-0.011057,0.999939
estimator,1716592604.209413,9.352634,-1.279114,0.009582,0.000065,-0.000037,0.000277,1.000000
real,13.999000,-0.800617,-0.552573,0.008735,0.000020,0.000739,-0.011057,0.999939
odom,14.033000,-0.734720,-0.578330,0.008717,0.000007,0.000783,-0.011065,0.999938
estimator,1716592604.218232,-0.817387,-0.508147,0.009584,-0.000009,0.000465,-0.010680,0.999943
real,14.033000,-0.792245,-0.552758,0.008717,0.000007,0.000783,-0.011065,0.999938
odom,14.067000,-0.815468,-0.476087,0.008714,0.000015,0.000794,-0.011065,0.999938
estimator,1716592604.247723,-0.734719,-0.578330,0.009612,-0.000021,0.000508,-0.011065,0.999939
real,14.067000,-0.783872,-0.552944,0.008714,0.000015,0.000794,-0.011065,0.999938
odom,14.101000,-0.803012,-0.455231,0.008721,0.000025,0.000775,-0.011947,0.999928
estimator,1716592604.281448,-0.815467,-0.476087,0.009558,-0.000013,0.000520,-0.011065,0.999939
real,14.101000,-0.775496,-0.553136,0.008721,0.000025,0.000775,-0.011947,0.999928
odom,14.135000,-0.671079,-0.625298,0.008717,0.000018,0.000786,-0.011956,0.999928
estimator,1716592604.315207,-0.803011,-0.455231,0.009570,-0.000003,0.000501,-0.011947,0.999929
real,14.135000,-0.767590,-0.553326,0.008717,0.000018,0.000786,-0.011956,0.999928
odom,14.169000,-0.673770,-0.635824,0.008717,0.000014,0.000779,-0.012839,0.999917
estimator,1716592604.381488,-2.207780,4.066910,0.036210,0.001539,0.001749,0.024983,0.999685
real,14.169000,-0.759679,-0.553521,0.008717,0.000014,0.000779,-0.012839,0.999917
odom,14.203000,-0.705708,-0.623377,0.008730,0.000012,0.000736,-0.012849,0.999917
estimator,1716592604.390691,-0.669326,-0.633040,0.009648,-0.000010,0.000512,-0.012321,0.999924
real,14.203000,-0.750846,-0.553749,0.008730,0.000012,0.000736,-0.012849,0.999917
odom,14.237000,-0.710384,-0.503658,0.008718,0.000021,0.000783,-0.012847,0.999917
estimator,1716592604.416938,-0.705707,-0.623377,0.009647,-0.000012,0.000469,-0.012849,0.999917
real,14.237000,-0.742474,-0.553964,0.008718,0.000021,0.000783,-0.012847,0.999917
odom,14.271000,-0.717663,-0.519719,0.008719,0.000023,0.000800,-0.012847,0.999917
estimator,1716592604.451090,-0.710383,-0.503658,0.009625,-0.000003,0.000516,-0.012847,0.999917
real,14.271000,-0.734101,-0.554179,0.008719,0.000023,0.000800,-0.012847,0.999917
odom,14.305000,-0.735324,-0.632388,0.008720,0.000020,0.000778,-0.013730,0.999905
estimator,1716592604.485248,-0.717662,-0.519719,0.009623,-0.000002,0.000533,-0.012847,0.999917
real,14.305000,-0.725726,-0.554401,0.008720,0.000020,0.000778,-0.013730,0.999905
odom,14.339000,-0.755488,-0.612261,0.008722,0.000012,0.000787,-0.013737,0.999905
estimator,1716592604.519423,-0.735323,-0.632388,0.009621,-0.000004,0.000511,-0.013730,0.999906
real,14.339000,-0.717821,-0.554619,0.008722,0.000012,0.000787,-0.013737,0.999905
odom,14.373000,-0.614628,-0.616849,0.008726,0.000018,0.000778,-0.014620,0.999893
estimator,1716592604.598524,1.468955,-0.329403,0.027405,0.001302,-0.002261,-0.030918,0.999519
odom,14.407000,-0.612904,-0.493685,0.008736,0.000020,0.000737,-0.014629,0.999893
estimator,1716592604.607631,-0.683004,-0.617396,0.009536,-0.000012,0.000519,-0.013970,0.999902
real,14.373000,-0.709911,-0.554843,0.008726,0.000018,0.000778,-0.014620,0.999893
real,14.407000,-0.701077,-0.555102,0.008736,0.000020,0.000737,-0.014629,0.999893
odom,14.441000,-0.690957,-0.532090,0.008722,0.000022,0.000786,-0.014627,0.999893
estimator,1716592604.621761,-0.612903,-0.493685,0.009473,-0.000011,0.000478,-0.014629,0.999893
real,14.441000,-0.692706,-0.555347,0.008722,0.000022,0.000786,-0.014627,0.999893
odom,14.475000,-0.703222,-0.646506,0.008713,0.000023,0.000798,-0.015510,0.999879
estimator,1716592604.656204,-0.690956,-0.532090,0.009422,-0.000009,0.000528,-0.014627,0.999893
real,14.475000,-0.684330,-0.555599,0.008713,0.000023,0.000798,-0.015510,0.999879
odom,14.509000,-0.737821,-0.604119,0.008719,0.000023,0.000776,-0.016400,0.999865
estimator,1716592604.690079,-0.703221,-0.646506,0.009414,-0.000007,0.000540,-0.015510,0.999880
real,14.509000,-0.675957,-0.555866,0.008719,0.000023,0.000776,-0.016400,0.999865
odom,14.543000,-0.755860,-0.600850,0.008714,0.000018,0.000784,-0.016407,0.999865
estimator,1716592604.724165,-0.737820,-0.604119,0.009399,-0.000007,0.000518,-0.016400,0.999865
real,14.543000,-0.668054,-0.556125,0.008714,0.000018,0.000784,-0.016407,0.999865
odom,14.577000,-0.741418,-0.534021,0.008734,0.000019,0.000742,-0.017234,0.999851
estimator,1716592604.789543,169.194761,-1.919908,-0.362254,0.000578,0.001130,-0.052100,0.998641
odom,14.611000,-0.741096,-0.625959,0.008724,0.000025,0.000764,-0.018124,0.999835
estimator,1716592604.798488,-0.745721,-0.568360,0.009374,-0.000013,0.000526,-0.016778,0.999859
real,14.577000,-0.659232,-0.556422,0.008734,0.000019,0.000742,-0.017234,0.999851
real,14.611000,-0.650394,-0.556735,0.008724,0.000025,0.000764,-0.018124,0.999835
odom,14.645000,-0.693614,-0.609629,0.008715,0.000022,0.000812,-0.018076,0.999836
estimator,1716592604.828270,-0.741095,-0.625959,0.009367,-0.000007,0.000547,-0.018124,0.999836
real,14.645000,-0.642042,-0.557037,0.008715,0.000022,0.000812,-0.018076,0.999836
odom,14.679000,-0.548141,-0.652597,0.008723,0.000025,0.000789,-0.018958,0.999820
estimator,1716592604.860903,-0.693613,-0.609629,0.009377,-0.000010,0.000596,-0.018076,0.999836
real,14.679000,-0.633669,-0.557347,0.008723,0.000025,0.000789,-0.018958,0.999820
odom,14.713000,-0.533499,-0.481808,0.008731,0.000025,0.000763,-0.019849,0.999803
estimator,1716592604.895238,-0.548140,-0.652597,0.009451,-0.000007,0.000573,-0.018958,0.999820
real,14.713000,-0.625297,-0.557672,0.008731,0.000025,0.000763,-0.019849,0.999803
odom,14.747000,-0.598653,-0.505361,0.008721,0.000017,0.000790,-0.019801,0.999804
estimator,1716592604.929872,-0.533498,-0.481808,0.009453,-0.000007,0.000547,-0.019849,0.999803
real,14.747000,-0.617412,-0.557985,0.008721,0.000017,0.000790,-0.019801,0.999804
odom,14.781000,-0.631357,-0.462350,0.008732,0.000022,0.000750,-0.019800,0.999804
estimator,1716592604.993131,-5.025592,-1.135587,0.010927,0.002384,0.002452,-0.029078,0.999571
real,14.781000,-0.608579,-0.558335,0.008732,0.000022,0.000750,-0.019800,0.999804
odom,14.815000,-0.638821,-0.477720,0.008729,0.000026,0.000765,-0.019799,0.999804
estimator,1716592605.002741,-0.614398,-0.484544,0.009434,-0.000015,0.000573,-0.019771,0.999804
real,14.815000,-0.599746,-0.558685,0.008729,0.000026,0.000765,-0.019799,0.999804
odom,14.849000,-0.590358,-0.647790,0.008712,0.000020,0.000805,-0.019797,0.999804
estimator,1716592605.031271,-0.638820,-0.477720,0.009450,-0.000011,0.000587,-0.019799,0.999804
real,14.849000,-0.591377,-0.559017,0.008712,0.000020,0.000805,-0.019797,0.999804
odom,14.883000,-0.659956,-0.609016,0.008723,0.000019,0.000791,-0.019797,0.999804
estimator,1716592605.066336,-0.590357,-0.647791,0.009464,-0.000017,0.000628,-0.019797,0.999804
real,14.883000,-0.583009,-0.559348,0.008723,0.000019,0.000791,-0.019797,0.999804
odom,14.917000,-0.623072,-0.494085,0.008725,0.000024,0.000765,-0.019797,0.999804
estimator,1716592605.099404,-0.659955,-0.609016,0.009447,-0.000018,0.000614,-0.019797,0.999804
real,14.917000,-0.574641,-0.559680,0.008725,0.000024,0.000765,-0.019797,0.999804
odom,14.951000,-0.590611,-0.593308,0.008729,0.000024,0.000748,-0.019795,0.999804
estimator,1716592605.133577,-0.623071,-0.494085,0.009453,-0.000013,0.000587,-0.019797,0.999804
real,14.951000,-0.565809,-0.560030,0.008729,0.000024,0.000748,-0.019795,0.999804
odom,14.985000,-0.533108,-0.648785,0.008718,0.000021,0.000775,-0.019795,0.999804
estimator,1716592605.195824,-0.860380,-0.336736,0.000791,-0.000137,-0.001821,-0.014878,0.999888
real,14.985000,-0.556976,-0.560380,0.008718,0.000021,0.000775,-0.019795,0.999804
odom,15.019000,-0.573162,-0.577277,0.008713,0.000027,0.000789,-0.019795,0.999804
estimator,1716592605.205042,-0.560318,-0.622277,0.009442,-0.000014,0.000571,-0.019744,0.999805
real,15.019000,-0.548142,-0.560730,0.008713,0.000027,0.000789,-0.019795,0.999804
odom,15.053000,-0.445872,-0.535353,0.008712,0.000029,0.000798,-0.019792,0.999804
estimator,1716592605.234758,-0.573161,-0.577277,0.009383,-0.000007,0.000585,-0.019795,0.999804
real,15.053000,-0.539775,-0.561062,0.008712,0.000029,0.000798,-0.019792,0.999804
odom,15.087000,-0.559056,-0.623742,0.008721,0.000023,0.000776,-0.019792,0.999804
estimator,1716592605.268027,-0.445871,-0.535353,0.009430,-0.000005,0.000595,-0.019792,0.999804
real,15.087000,-0.531407,-0.561393,0.008721,0.000023,0.000776,-0.019792,0.999804
odom,15.121000,-0.566745,-0.574509,0.008729,0.000022,0.000767,-0.019792,0.999804
estimator,1716592605.302090,-0.559056,-0.623742,0.009401,-0.000011,0.000573,-0.019792,0.999804
real,15.121000,-0.523039,-0.561724,0.008729,0.000022,0.000767,-0.019792,0.999804
odom,15.155000,-0.576367,-0.641651,0.008734,0.000022,0.000758,-0.019789,0.999804
estimator,1716592605.335768,-0.566744,-0.574509,0.009402,-0.000012,0.000564,-0.019792,0.999804
real,15.155000,-0.514208,-0.562074,0.008734,0.000022,0.000758,-0.019789,0.999804
odom,15.189000,-0.468053,-0.570825,0.008726,0.000024,0.000779,-0.019789,0.999804
estimator,1716592605.490550,-1.580256,-0.698368,0.008846,-0.000011,0.000406,-0.027728,0.999615
real,15.189000,-0.505374,-0.562424,0.008726,0.000024,0.000779,-0.019789,0.999804
odom,15.223000,-0.426062,-0.515594,0.008722,0.000026,0.000789,-0.019789,0.999804
estimator,1716592605.500588,-0.521070,-0.608180,0.009347,-0.000012,0.000554,-0.019668,0.999806
odom,15.257000,-0.501664,-0.577886,0.008723,0.000020,0.000781,-0.019789,0.999804
estimator,1716592605.510193,-0.426061,-0.515594,0.009297,-0.000010,0.000565,-0.019789,0.999804
odom,15.291000,-0.524997,-0.532599,0.008722,0.000019,0.000791,-0.019785,0.999804
estimator,1716592605.520163,-0.501663,-0.577886,0.009269,-0.000017,0.000557,-0.019788,0.999804
real,15.223000,-0.496541,-0.562774,0.008722,0.000026,0.000789,-0.019789,0.999804
odom,15.325000,-0.551073,-0.591525,0.008725,0.000027,0.000779,-0.019785,0.999804
estimator,1716592605.529760,-0.524997,-0.532599,0.009254,-0.000017,0.000567,-0.019785,0.999804
real,15.257000,-0.487708,-0.563124,0.008723,0.000020,0.000781,-0.019789,0.999804
real,15.291000,-0.479341,-0.563455,0.008722,0.000019,0.000791,-0.019785,0.999804
odom,15.359000,-0.443890,-0.518009,0.008726,0.000031,0.000773,-0.019785,0.999804
estimator,1716592605.539875,-0.551072,-0.591525,0.009250,-0.000009,0.000555,-0.019785,0.999804
real,15.325000,-0.470973,-0.563787,0.008725,0.000027,0.000779,-0.019785,0.999804
real,15.359000,-0.462605,-0.564118,0.008726,0.000031,0.000773,-0.019785,0.999804
odom,15.393000,-0.444304,-0.652893,0.008730,0.000024,0.000757,-0.019781,0.999804
estimator,1716592605.631807,-9.152283,-1.813845,0.032702,0.002840,0.002390,0.050586,0.998713
real,15.393000,-0.453773,-0.564468,0.008730,0.000024,0.000757,-0.019781,0.999804
odom,15.427000,-0.483293,-0.507496,0.008725,0.000020,0.000775,-0.019781,0.999804
estimator,1716592605.641920,-0.441915,-0.586698,0.009291,-0.000006,0.000548,-0.019839,0.999803
odom,15.461000,-0.401474,-0.607187,0.008720,0.000027,0.000786,-0.019781,0.999804
estimator,1716592605.651276,-0.483293,-0.507496,0.009262,-0.000010,0.000567,-0.019781,0.999804
real,15.427000,-0.444940,-0.564817,0.008725,0.000020,0.000775,-0.019781,0.999804
real,15.461000,-0.436107,-0.565167,0.008720,0.000027,0.000786,-0.019781,0.999804
odom,15.495000,-0.434334,-0.650772,0.008715,0.000023,0.000798,-0.019777,0.999804
estimator,1716592605.676907,-0.401474,-0.607187,0.009297,-0.000003,0.000578,-0.019781,0.999804
real,15.495000,-0.427739,-0.565498,0.008715,0.000023,0.000798,-0.019777,0.999804
odom,15.529000,-0.476856,-0.488310,0.008719,0.000021,0.000796,-0.019776,0.999804
estimator,1716592605.711436,-0.434333,-0.650772,0.009282,-0.000007,0.000589,-0.019777,0.999804
real,15.529000,-0.419836,-0.565811,0.008719,0.000021,0.000796,-0.019776,0.999804
odom,15.563000,-0.358824,-0.534385,0.008729,0.000022,0.000773,-0.019776,0.999804
estimator,1716592605.744558,-0.476855,-0.488310,0.009257,-0.000009,0.000588,-0.019776,0.999804
real,15.563000,-0.411933,-0.566124,0.008729,0.000022,0.000773,-0.019776,0.999804
odom,15.597000,-0.455657,-0.495830,0.008732,0.000024,0.000728,-0.019776,0.999804
estimator,1716592605.832511,1.546825,0.089063,-0.026793,-0.000366,-0.000331,-0.291628,0.956532
real,15.597000,-0.403101,-0.566474,0.008732,0.000024,0.000728,-0.019776,0.999804
odom,15.631000,-0.460750,-0.588908,0.008727,0.000022,0.000769,-0.019776,0.999804
estimator,1716592605.842303,-0.404288,-0.516537,0.009371,-0.000008,0.000564,-0.019764,0.999805
odom,15.665000,-0.347690,-0.597855,0.008719,0.000020,0.000800,-0.019775,0.999804
estimator,1716592605.851572,-0.460749,-0.588908,0.009434,-0.000010,0.000606,-0.019776,0.999804
real,15.631000,-0.394267,-0.566823,0.008727,0.000022,0.000769,-0.019776,0.999804
real,15.665000,-0.385434,-0.567173,0.008719,0.000020,0.000800,-0.019775,0.999804
odom,15.699000,-0.370871,-0.559333,0.008718,0.000023,0.000806,-0.019774,0.999804
estimator,1716592605.881475,-0.347689,-0.597855,0.009462,-0.000013,0.000637,-0.019775,0.999804
real,15.699000,-0.377065,-0.567504,0.008718,0.000023,0.000806,-0.019774,0.999804
odom,15.733000,-0.313977,-0.512823,0.008721,0.000029,0.000791,-0.019773,0.999804
estimator,1716592605.916339,-0.370870,-0.559333,0.009451,-0.000010,0.000642,-0.019774,0.999804
real,15.733000,-0.369162,-0.567817,0.008721,0.000029,0.000791,-0.019773,0.999804
odom,15.767000,-0.269240,-0.661213,0.008723,0.000028,0.000764,-0.019773,0.999804
estimator,1716592605.990833,-0.381862,-0.750134,0.007460,0.000300,0.003360,-0.014201,0.999893
real,15.767000,-0.361259,-0.568130,0.008723,0.000028,0.000764,-0.019773,0.999804
odom,15.801000,-0.326162,-0.510951,0.008731,0.000020,0.000731,-0.019772,0.999804
estimator,1716592606.002222,-0.290050,-0.586386,0.009439,-0.000004,0.000627,-0.019840,0.999803
real,15.801000,-0.352428,-0.568479,0.008731,0.000020,0.000731,-0.019772,0.999804
odom,15.835000,-0.253560,-0.513283,0.008730,0.000018,0.000772,-0.019772,0.999804
estimator,1716592606.018620,-0.326161,-0.510951,0.009396,-0.000012,0.000594,-0.019772,0.999804
real,15.835000,-0.343594,-0.568829,0.008730,0.000018,0.000772,-0.019772,0.999804
odom,15.869000,-0.369200,-0.514140,0.008719,0.000027,0.000798,-0.019772,0.999804
estimator,1716592606.053244,-0.253559,-0.513283,0.009415,-0.000013,0.000635,-0.019772,0.999804
real,15.869000,-0.334760,-0.569179,0.008719,0.000027,0.000798,-0.019772,0.999804
odom,15.903000,-0.399541,-0.544617,0.008718,0.000025,0.000802,-0.019770,0.999804
estimator,1716592606.086931,-0.369199,-0.514140,0.009372,-0.000004,0.000661,-0.019772,0.999804
real,15.903000,-0.326392,-0.569510,0.008718,0.000025,0.000802,-0.019770,0.999804
odom,15.937000,-0.224903,-0.631709,0.008721,0.000019,0.000791,-0.019770,0.999804
estimator,1716592606.120593,-0.399540,-0.544617,0.009365,-0.000006,0.000664,-0.019770,0.999804
real,15.937000,-0.318489,-0.569822,0.008721,0.000019,0.000791,-0.019770,0.999804
odom,15.971000,-0.359339,-0.529617,0.008723,0.000021,0.000766,-0.019770,0.999804
estimator,1716592606.186340,-1.497882,-0.214133,0.011859,0.000467,-0.000069,-0.019677,0.999806
odom,16.005000,-0.353025,-0.498872,0.008736,0.000025,0.000732,-0.019769,0.999804
estimator,1716592606.196917,-0.290306,-0.582353,0.009508,-0.000013,0.000654,-0.019779,0.999804
real,15.971000,-0.310587,-0.570135,0.008723,0.000021,0.000766,-0.019770,0.999804
real,16.005000,-0.301755,-0.570485,0.008736,0.000025,0.000732,-0.019769,0.999804
odom,16.039000,-0.381401,-0.498104,0.008719,0.000015,0.000792,-0.018885,0.999821
estimator,1716592606.222376,-0.353024,-0.498872,0.009606,-0.000009,0.000620,-0.019769,0.999804
real,16.039000,-0.293390,-0.570808,0.008719,0.000015,0.000792,-0.018885,0.999821
odom,16.073000,-0.269683,-0.665257,0.008710,0.000020,0.000801,-0.017994,0.999838
estimator,1716592606.256192,-0.381400,-0.498104,0.009582,-0.000019,0.000681,-0.018885,0.999821
real,16.073000,-0.285024,-0.571117,0.008710,0.000020,0.000801,-0.017994,0.999838
odom,16.107000,-0.271589,-0.590813,0.008722,0.000032,0.000772,-0.017987,0.999838
estimator,1716592606.289687,-0.269681,-0.665257,0.009610,-0.000014,0.000689,-0.017994,0.999838
real,16.107000,-0.276655,-0.571419,0.008722,0.000032,0.000772,-0.017987,0.999838
odom,16.141000,-0.366196,-0.662393,0.008716,0.000025,0.000780,-0.017102,0.999853
estimator,1716592606.324140,-0.271587,-0.590813,0.009616,-0.000002,0.000660,-0.017987,0.999838
real,16.141000,-0.268756,-0.571696,0.008716,0.000025,0.000780,-0.017102,0.999853
odom,16.175000,-0.250162,-0.535012,0.008730,0.000020,0.000743,-0.017039,0.999855
estimator,1716592606.398460,-5.748434,-0.717741,-0.062468,-0.000536,-0.002790,-0.003435,0.999990
odom,16.209000,-0.220105,-0.515220,0.008730,0.000019,0.000767,-0.017038,0.999855
estimator,1716592606.410119,-0.307389,-0.600530,0.009516,-0.000009,0.000669,-0.017009,0.999855
real,16.175000,-0.259937,-0.571997,0.008730,0.000020,0.000743,-0.017039,0.999855
real,16.209000,-0.251102,-0.572299,0.008730,0.000019,0.000767,-0.017038,0.999855
odom,16.243000,-0.272100,-0.621550,0.008722,0.000025,0.000792,-0.017038,0.999855
