type,t,x,y,z,qx,qy,qz,qw
estimator,1716796023.953970,-0.886513,0.695463,0.006057,0.000414,0.000855,-0.016528,0.999863
real,520.617000,-0.861961,0.603855,0.008805,-0.000004,0.000547,-0.015769,0.999876
odom,520.651000,-0.815065,0.692216,0.008817,0.000002,0.000514,-0.016846,0.999858
estimator,1716796023.986620,-1.023065,0.615008,0.006044,0.000450,0.000856,-0.015769,0.999875
real,520.651000,-0.853748,0.603594,0.008817,0.000002,0.000514,-0.016846,0.999858
odom,520.685000,-0.801939,0.606381,0.008816,0.000010,0.000499,-0.019814,0.999804
estimator,1716796024.019043,-0.815068,0.692218,0.006002,0.000457,0.000823,-0.016847,0.999858
real,520.685000,-0.844958,0.603283,0.008816,0.000010,0.000499,-0.019814,0.999804
odom,520.719000,-0.810117,0.659010,0.008807,-0.000000,0.000536,-0.022686,0.999742
estimator,1716796024.052341,-0.801942,0.606382,0.005913,0.000464,0.000809,-0.019815,0.999803
real,520.719000,-0.836129,0.602906,0.008807,-0.000000,0.000536,-0.022686,0.999742
odom,520.753000,-0.825763,0.673190,0.008789,-0.000034,0.000591,-0.025637,0.999671
estimator,1716796024.087383,-0.810120,0.659011,0.005958,0.000452,0.000848,-0.022686,0.999742
real,520.753000,-0.827814,0.602506,0.008789,-0.000034,0.000591,-0.025637,0.999671
odom,520.787000,-0.981853,0.638887,0.008799,-0.000003,0.000574,-0.028427,0.999596
estimator,1716796024.127654,-0.907525,0.658094,0.006092,0.000416,0.000905,-0.026984,0.999635
real,520.787000,-0.819458,0.602056,0.008799,-0.000003,0.000574,-0.028427,0.999596
odom,520.821000,-0.814055,0.679469,0.008799,-0.000030,0.000553,-0.031253,0.999511
estimator,1716796024.158579,-0.900137,0.654190,0.006079,0.000416,0.000905,-0.027294,0.999627
real,520.821000,-0.811104,0.601575,0.008799,-0.000030,0.000553,-0.031253,0.999511
odom,520.855000,-0.941122,0.630223,0.008801,-0.000041,0.000530,-0.034813,0.999394
estimator,1716796024.192809,-0.814059,0.679470,0.006137,0.000387,0.000885,-0.031253,0.999511
real,520.855000,-0.802231,0.600998,0.008801,-0.000041,0.000530,-0.034813,0.999394
odom,520.889000,-0.876169,0.623207,0.008803,0.000006,0.000566,-0.037589,0.999293
estimator,1716796024.223445,-0.941126,0.630224,0.006177,0.000375,0.000864,-0.034813,0.999393
real,520.889000,-0.793429,0.600348,0.008803,0.000006,0.000566,-0.037589,0.999293
odom,520.923000,-0.824075,0.615790,0.008804,0.000063,0.000526,-0.040472,0.999181
estimator,1716796024.257158,-0.876173,0.623208,0.006131,0.000420,0.000901,-0.037589,0.999293
real,520.923000,-0.784620,0.599648,0.008804,0.000063,0.000526,-0.040472,0.999181
odom,520.957000,-0.831695,0.669469,0.008798,-0.000040,0.000560,-0.043901,0.999036
estimator,1716796024.292924,-0.824078,0.615793,0.006093,0.000476,0.000862,-0.040472,0.999180
real,520.957000,-0.776253,0.598978,0.008798,-0.000040,0.000560,-0.043901,0.999036
odom,520.991000,-0.716090,0.618276,0.008781,-0.000064,0.000580,-0.044892,0.998992
estimator,1716796024.346322,-0.776172,0.644170,0.006016,0.000373,0.000897,-0.044267,0.999019
real,520.991000,-0.767516,0.598193,0.008781,-0.000064,0.000580,-0.044892,0.998992
odom,521.025000,-0.838483,0.663761,0.008804,0.000057,0.000534,-0.045967,0.998943
estimator,1716796024.368798,-0.771637,0.643538,0.006011,0.000373,0.000897,-0.044566,0.999006
real,521.025000,-0.758730,0.597374,0.008804,0.000057,0.000534,-0.045967,0.998943
odom,521.059000,-0.747996,0.688980,0.008803,-0.000008,0.000515,-0.047157,0.998887
estimator,1716796024.398984,-0.838486,0.663763,0.006028,0.000492,0.000851,-0.045967,0.998942
real,521.059000,-0.749935,0.596589,0.008803,-0.000008,0.000515,-0.047157,0.998887
odom,521.093000,-0.594213,0.648838,0.008792,-0.000107,0.000552,-0.048043,0.998845
estimator,1716796024.430637,-0.748000,0.688982,0.005996,0.000427,0.000833,-0.047157,0.998887
real,521.093000,-0.741149,0.595791,0.008792,-0.000107,0.000552,-0.048043,0.998845
odom,521.127000,-0.693134,0.671987,0.008798,-0.000035,0.000549,-0.049015,0.998798
estimator,1716796024.464848,-0.594217,0.648838,0.005857,0.000327,0.000871,-0.048043,0.998845
real,521.127000,-0.732375,0.594909,0.008798,-0.000035,0.000549,-0.049015,0.998798
odom,521.161000,-0.516967,0.685524,0.008802,0.000098,0.000558,-0.050737,0.998712
estimator,1716796024.498521,-0.693138,0.671988,0.005943,0.000400,0.000868,-0.049015,0.998798
real,521.161000,-0.723979,0.594033,0.008802,0.000098,0.000558,-0.050737,0.998712
odom,521.195000,-0.794818,0.593598,0.008807,0.000029,0.000521,-0.052432,0.998624
estimator,1716796024.535137,-0.659866,0.642223,0.006044,0.000531,0.000878,-0.051813,0.998656
real,521.195000,-0.715093,0.593140,0.008807,0.000029,0.000521,-0.052432,0.998624
odom,521.229000,-0.794054,0.605191,0.008796,-0.000049,0.000555,-0.053391,0.998574
estimator,1716796024.568499,-0.651971,0.637139,0.006029,0.000530,0.000878,-0.051880,0.998653
real,521.229000,-0.706324,0.592243,0.008796,-0.000049,0.000555,-0.053391,0.998574
odom,521.263000,-0.628833,0.624270,0.008802,0.000065,0.000533,-0.054422,0.998518
estimator,1716796024.601240,-0.794058,0.605192,0.006239,0.000451,0.000913,-0.053392,0.998573
real,521.263000,-0.697563,0.591246,0.008802,0.000065,0.000533,-0.054422,0.998518
odom,521.297000,-0.657928,0.631051,0.008792,0.000022,0.000570,-0.056391,0.998409
estimator,1716796024.635469,-0.628836,0.624272,0.006156,0.000565,0.000891,-0.054422,0.998517
real,521.297000,-0.689164,0.590319,0.008792,0.000022,0.000570,-0.056391,0.998409
odom,521.331000,-0.723899,0.679059,0.008790,-0.000035,0.000604,-0.057374,0.998353
estimator,1716796024.668539,-0.657931,0.631053,0.006172,0.000521,0.000929,-0.056392,0.998408
real,521.331000,-0.680924,0.589408,0.008790,-0.000035,0.000604,-0.057374,0.998353
odom,521.365000,-0.800205,0.613964,0.008798,0.000048,0.000559,-0.059380,0.998235
estimator,1716796024.702348,-0.723903,0.679060,0.006263,0.000464,0.000964,-0.057375,0.998352
real,521.365000,-0.672431,0.588387,0.008798,0.000048,0.000559,-0.059380,0.998235
odom,521.399000,-0.757229,0.653043,0.008803,0.000071,0.000481,-0.060297,0.998180
estimator,1716796024.742540,-0.780691,0.637522,0.006245,0.000546,0.000920,-0.059867,0.998206
real,521.399000,-0.663541,0.587317,0.008803,0.000071,0.000481,-0.060297,0.998180
odom,521.433000,-0.696753,0.682526,0.008810,0.000028,0.000501,-0.060402,0.998174
estimator,1716796024.773621,-0.776718,0.629470,0.006232,0.000546,0.000920,-0.059684,0.998217
real,521.433000,-0.654793,0.586294,0.008810,0.000028,0.000501,-0.060402,0.998174
odom,521.467000,-0.556174,0.642287,0.008800,0.000045,0.000587,-0.060563,0.998164
estimator,1716796024.805457,-0.696756,0.682527,0.006209,0.000502,0.000940,-0.060402,0.998174
real,521.467000,-0.646046,0.585213,0.008800,0.000045,0.000587,-0.060563,0.998164
odom,521.501000,-0.677572,0.586870,0.008800,0.000084,0.000521,-0.060782,0.998151
estimator,1716796024.839122,-0.556179,0.642288,0.006044,0.000519,0.001026,-0.060564,0.998164
real,521.501000,-0.637610,0.584167,0.008800,0.000084,0.000521,-0.060782,0.998151
odom,521.535000,-0.681896,0.598899,0.008806,-0.000104,0.000519,-0.060122,0.998191
estimator,1716796024.873458,-0.677576,0.586873,0.006088,0.000557,0.000960,-0.060782,0.998150
real,521.535000,-0.629306,0.583312,0.008806,-0.000104,0.000519,-0.060122,0.998191
odom,521.569000,-0.718928,0.624302,0.008787,-0.000182,0.000594,-0.060177,0.998188
estimator,1716796024.913849,-0.701976,0.613065,0.006155,0.000370,0.000958,-0.060222,0.998184
real,521.569000,-0.622011,0.582451,0.008787,-0.000182,0.000594,-0.060177,0.998188
odom,521.603000,-0.740513,0.653426,0.008786,-0.000080,0.000538,-0.059596,0.998222
estimator,1716796024.947469,-0.698849,0.610143,0.006150,0.000370,0.000958,-0.060084,0.998193
real,521.603000,-0.613765,0.581461,0.008786,-0.000080,0.000538,-0.059596,0.998222
odom,521.637000,-0.550035,0.605905,0.008802,0.000034,0.000535,-0.057162,0.998365
estimator,1716796024.973714,-0.740517,0.653426,0.006247,0.000472,0.000902,-0.059597,0.998222
real,521.637000,-0.605026,0.580425,0.008802,0.000034,0.000535,-0.057162,0.998365
odom,521.671000,-0.666010,0.651294,0.008777,0.000096,0.000596,-0.054587,0.998509
estimator,1716796025.009692,-0.550038,0.605907,0.006082,0.000587,0.000898,-0.057162,0.998364
real,521.671000,-0.596267,0.579436,0.008777,0.000096,0.000596,-0.054587,0.998509
odom,521.705000,-0.504669,0.616388,0.008744,0.000030,0.000700,-0.052203,0.998636
estimator,1716796025.045605,-0.666013,0.651297,0.006186,0.000649,0.000957,-0.054587,0.998508
real,521.705000,-0.587981,0.578544,0.008744,0.000030,0.000700,-0.052203,0.998636
odom,521.739000,-0.547054,0.581198,0.008757,-0.000054,0.000704,-0.049640,0.998767
estimator,1716796025.080663,-0.504673,0.616390,0.006006,0.000584,0.001060,-0.052203,0.998636
real,521.739000,-0.579672,0.577689,0.008757,-0.000054,0.000704,-0.049640,0.998767
odom,521.773000,-0.708250,0.611448,0.008748,-0.000044,0.000708,-0.047703,0.998861
estimator,1716796025.116314,-0.629223,0.597098,0.006191,0.000503,0.001063,-0.048747,0.998810
real,521.773000,-0.572401,0.576973,0.008748,-0.000044,0.000708,-0.047703,0.998861
odom,521.807000,-0.484672,0.656326,0.008788,0.000025,0.000585,-0.047060,0.998892
estimator,1716796025.147428,-0.626102,0.595398,0.006187,0.000503,0.001063,-0.048642,0.998816
real,521.807000,-0.564550,0.576218,0.008788,0.000025,0.000585,-0.047060,0.998892
odom,521.841000,-0.558798,0.578046,0.008815,0.000058,0.000478,-0.046417,0.998922
estimator,1716796025.180223,-0.484676,0.656328,0.006300,0.000573,0.000938,-0.047060,0.998891
real,521.841000,-0.555755,0.575387,0.008815,0.000058,0.000478,-0.046417,0.998922
odom,521.875000,-0.636247,0.592056,0.008812,0.000040,0.000471,-0.045649,0.998957
estimator,1716796025.213210,-0.558801,0.578048,0.006287,0.000606,0.000831,-0.046417,0.998922
real,521.875000,-0.546974,0.574571,0.008812,0.000040,0.000471,-0.045649,0.998957
odom,521.909000,-0.429265,0.616085,0.008787,-0.000014,0.000590,-0.045143,0.998980
estimator,1716796025.247983,-0.636250,0.592058,0.006350,0.000588,0.000824,-0.045649,0.998957
real,521.909000,-0.538535,0.573800,0.008787,-0.000014,0.000590,-0.045143,0.998980
odom,521.943000,-0.531145,0.591481,0.008771,-0.000024,0.000648,-0.044347,0.999016
estimator,1716796025.279736,-0.429269,0.616086,0.006217,0.000535,0.000943,-0.045143,0.998980
real,521.943000,-0.530213,0.573047,0.008771,-0.000024,0.000648,-0.044347,0.999016
odom,521.977000,-0.658182,0.575804,0.008798,0.000026,0.000550,-0.043633,0.999047
estimator,1716796025.318672,-0.595796,0.584393,0.006355,0.000525,0.001000,-0.044085,0.999027
real,521.977000,-0.521886,0.572306,0.008798,0.000026,0.000550,-0.043633,0.999047
odom,522.011000,-0.435643,0.650778,0.008804,-0.000053,0.000503,-0.043511,0.999053
estimator,1716796025.350282,-0.593525,0.582852,0.006352,0.000525,0.001000,-0.043953,0.999033
real,522.011000,-0.512912,0.571546,0.008804,-0.000053,0.000503,-0.043511,0.999053
odom,522.045000,-0.374554,0.611769,0.008805,-0.000085,0.000556,-0.042709,0.999087
estimator,1716796025.384406,-0.435646,0.650780,0.006359,0.000447,0.000952,-0.043511,0.999052
real,522.045000,-0.504123,0.570814,0.008805,-0.000085,0.000556,-0.042709,0.999087
odom,522.079000,-0.613268,0.667035,0.008797,0.000062,0.000544,-0.042026,0.999116
estimator,1716796025.418266,-0.374558,0.611769,0.006267,0.000415,0.001005,-0.042709,0.999087
real,522.079000,-0.495342,0.570016,0.008797,0.000062,0.000544,-0.042026,0.999116
odom,522.113000,-0.582200,0.634607,0.008792,0.000039,0.000592,-0.041629,0.999133
estimator,1716796025.450781,-0.613271,0.667037,0.006521,0.000563,0.000993,-0.042026,0.999116
real,522.113000,-0.486878,0.569300,0.008792,0.000039,0.000592,-0.041629,0.999133
odom,522.147000,-0.347321,0.586032,0.008791,-0.000034,0.000579,-0.040881,0.999164
estimator,1716796025.485064,-0.582204,0.634609,0.006455,0.000540,0.001040,-0.041629,0.999132
real,522.147000,-0.478551,0.568617,0.008791,-0.000034,0.000579,-0.040881,0.999164
odom,522.181000,-0.458968,0.598777,0.008816,-0.000006,0.000521,-0.040141,0.999194
estimator,1716796025.521955,-0.404151,0.592805,0.006321,0.000468,0.001027,-0.040548,0.999177
real,522.181000,-0.470224,0.567968,0.008816,-0.000006,0.000521,-0.040141,0.999194
odom,522.215000,-0.583193,0.617045,0.008812,0.000046,0.000478,-0.039918,0.999203
estimator,1716796025.554475,-0.402156,0.591968,0.006319,0.000468,0.001027,-0.040492,0.999179
real,522.215000,-0.461329,0.567226,0.008812,0.000046,0.000478,-0.039918,0.999203
odom,522.249000,-0.569275,0.584585,0.008794,-0.000085,0.000556,-0.039065,0.999237
estimator,1716796025.588309,-0.583195,0.617047,0.006571,0.000521,0.000983,-0.039917,0.999202
real,522.249000,-0.452548,0.566582,0.008794,-0.000085,0.000556,-0.039065,0.999237
odom,522.283000,-0.491625,0.651173,0.008794,-0.000033,0.000575,-0.038280,0.999267
estimator,1716796025.622112,-0.569278,0.584586,0.006507,0.000390,0.001061,-0.039066,0.999236
real,522.283000,-0.443768,0.565870,0.008794,-0.000033,0.000575,-0.038280,0.999267
odom,522.317000,-0.430196,0.646410,0.008796,0.000063,0.000577,-0.038126,0.999273
estimator,1716796025.655273,-0.491629,0.651174,0.006498,0.000442,0.001080,-0.038281,0.999266
real,522.317000,-0.435354,0.565209,0.008796,0.000063,0.000577,-0.038126,0.999273
odom,522.351000,-0.466112,0.575262,0.008799,-0.000016,0.000550,-0.037376,0.999301
estimator,1716796025.690520,-0.430200,0.646412,0.006435,0.000539,0.001082,-0.038126,0.999272
real,522.351000,-0.427026,0.564590,0.008799,-0.000016,0.000550,-0.037376,0.999301
odom,522.385000,-0.383821,0.595274,0.008808,-0.000009,0.000482,-0.036611,0.999329
estimator,1716796025.736624,-0.427173,0.588351,0.006331,0.000460,0.001053,-0.037008,0.999314
real,522.385000,-0.418697,0.563991,0.008808,-0.000009,0.000482,-0.036611,0.999329
odom,522.419000,-0.390303,0.569197,0.008808,0.000024,0.000489,-0.036746,0.999325
estimator,1716796025.768007,-0.422767,0.582210,0.006320,0.000460,0.001053,-0.036831,0.999321
real,522.419000,-0.410725,0.563396,0.008808,0.000024,0.000489,-0.036746,0.999325
odom,522.453000,-0.469849,0.648737,0.008797,0.000018,0.000556,-0.035964,0.999353
estimator,1716796025.797392,-0.390306,0.569198,0.006234,0.000493,0.001060,-0.036746,0.999324
real,522.453000,-0.402867,0.562830,0.008797,0.000018,0.000556,-0.035964,0.999353
odom,522.487000,-0.492321,0.590011,0.008792,0.000021,0.000569,-0.035814,0.999358
estimator,1716796025.829038,-0.469853,0.648738,0.006389,0.000489,0.001127,-0.035965,0.999352
real,522.487000,-0.395357,0.562277,0.008792,0.000021,0.000569,-0.035814,0.999358
odom,522.521000,-0.478624,0.613497,0.008798,-0.000020,0.000519,-0.035053,0.999385
estimator,1716796025.861705,-0.492326,0.590013,0.006351,0.000491,0.001140,-0.035815,0.999358
real,522.521000,-0.387956,0.561779,0.008798,-0.000020,0.000519,-0.035053,0.999385
odom,522.555000,-0.345522,0.579057,0.008814,0.000023,0.000501,-0.034304,0.999411
estimator,1716796025.897066,-0.478628,0.613498,0.006365,0.000450,0.001089,-0.035053,0.999385
real,522.555000,-0.380556,0.561265,0.008814,0.000023,0.000501,-0.034304,0.999411
odom,522.589000,-0.171757,0.609810,0.008815,0.000009,0.000481,-0.034468,0.999406
estimator,1716796025.933905,-0.261941,0.596057,0.006038,0.000494,0.001071,-0.034259,0.999412
real,522.589000,-0.371863,0.560686,0.008815,0.000009,0.000481,-0.034468,0.999406
odom,522.623000,-0.484319,0.623049,0.008809,-0.000082,0.000518,-0.031870,0.999492
estimator,1716796025.964943,-0.255343,0.592805,0.006025,0.000494,0.001071,-0.034322,0.999410
real,522.623000,-0.363056,0.560168,0.008809,-0.000082,0.000518,-0.031870,0.999492
odom,522.657000,-0.312381,0.590665,0.008815,0.000024,0.000506,-0.030272,0.999542
estimator,1716796025.997395,-0.484324,0.623049,0.006221,0.000404,0.001106,-0.031870,0.999491
real,522.657000,-0.354063,0.559530,0.008815,0.000024,0.000506,-0.030272,0.999542
odom,522.691000,-0.380303,0.628424,0.008790,0.000021,0.000610,-0.029269,0.999571
estimator,1716796026.030767,-0.312385,0.590667,0.005999,0.000511,0.001094,-0.030272,0.999541
real,522.691000,-0.345778,0.559017,0.008790,0.000021,0.000610,-0.029269,0.999571
odom,522.725000,-0.270454,0.622638,0.008786,-0.000044,0.000586,-0.028531,0.999593
estimator,1716796026.066880,-0.380308,0.628425,0.006089,0.000508,0.001197,-0.029269,0.999571
real,522.725000,-0.337431,0.558561,0.008786,-0.000044,0.000586,-0.028531,0.999593
odom,522.759000,-0.511097,0.639290,0.008812,-0.000003,0.000499,-0.027774,0.999614
estimator,1716796026.098387,-0.270459,0.622639,0.005954,0.000444,0.001172,-0.028531,0.999592
real,522.759000,-0.329091,0.558104,0.008812,-0.000003,0.000499,-0.027774,0.999614
odom,522.793000,-0.308547,0.570191,0.008803,0.000061,0.000458,-0.027066,0.999634
estimator,1716796026.134880,-0.411904,0.606921,0.006022,0.000485,0.001085,-0.027442,0.999623
real,522.793000,-0.320352,0.557591,0.008803,0.000061,0.000458,-0.027066,0.999634
odom,522.827000,-0.344482,0.646321,0.008814,-0.000099,0.000543,-0.026280,0.999654
estimator,1716796026.169348,-0.407755,0.602615,0.006012,0.000486,0.001085,-0.027253,0.999628
real,522.827000,-0.311528,0.557263,0.008814,-0.000099,0.000543,-0.026280,0.999654
odom,522.861000,-0.159256,0.636810,0.008786,-0.000067,0.000582,-0.025440,0.999676
estimator,1716796026.202646,-0.344487,0.646322,0.005882,0.000327,0.001170,-0.026280,0.999654
real,522.861000,-0.302743,0.556746,0.008786,-0.000067,0.000582,-0.025440,0.999676
odom,522.895000,-0.275401,0.630112,0.008802,0.000054,0.000572,-0.024665,0.999696
estimator,1716796026.235072,-0.159262,0.636810,0.005617,0.000359,0.001209,-0.025440,0.999676
real,522.895000,-0.293931,0.556290,0.008802,0.000054,0.000572,-0.024665,0.999696
odom,522.929000,-0.296882,0.589913,0.008812,0.000112,0.000476,-0.024719,0.999694
estimator,1716796026.268919,-0.275407,0.630113,0.005770,0.000480,0.001198,-0.024665,0.999695
real,522.929000,-0.285022,0.555845,0.008812,0.000112,0.000476,-0.024719,0.999694
odom,522.963000,-0.412856,0.624054,0.008815,0.000007,0.000524,-0.023953,0.999713
estimator,1716796026.303659,-0.296887,0.589916,0.005771,0.000538,0.001102,-0.024719,0.999694
real,522.963000,-0.276722,0.555447,0.008815,0.000007,0.000524,-0.023953,0.999713
odom,522.997000,-0.229355,0.582776,0.008795,-0.000056,0.000597,-0.023484,0.999724
estimator,1716796026.344693,-0.323268,0.606099,0.005723,0.000434,0.001150,-0.023662,0.999719
real,522.997000,-0.268798,0.555076,0.008795,-0.000056,0.000597,-0.023484,0.999724
odom,523.031000,-0.193840,0.604090,0.008783,-0.000003,0.000580,-0.022692,0.999742
estimator,1716796026.376192,-0.318928,0.600768,0.005711,0.000434,0.001150,-0.023577,0.999721
real,523.031000,-0.260923,0.554698,0.008783,-0.000003,0.000580,-0.022692,0.999742
odom,523.065000,-0.200682,0.629811,0.008811,-0.000047,0.000499,-0.022274,0.999752
estimator,1716796026.407516,-0.193846,0.604092,0.005463,0.000487,0.001132,-0.022692,0.999742
real,523.065000,-0.252084,0.554332,0.008811,-0.000047,0.000499,-0.022274,0.999752
odom,523.099000,-0.176963,0.626021,0.008802,-0.000087,0.000523,-0.021453,0.999770
estimator,1716796026.440939,-0.200687,0.629813,0.005524,0.000444,0.001051,-0.022274,0.999751
real,523.099000,-0.243275,0.553967,0.008802,-0.000087,0.000523,-0.021453,0.999770
odom,523.133000,-0.082405,0.621564,0.008802,0.000005,0.000559,-0.020677,0.999786
estimator,1716796026.474883,-0.176968,0.626022,0.005486,0.000404,0.001075,-0.021453,0.999769
real,523.133000,-0.234476,0.553556,0.008802,0.000005,0.000559,-0.020677,0.999786
odom,523.167000,-0.048437,0.610363,0.008780,0.000048,0.000604,-0.020304,0.999794
estimator,1716796026.509822,-0.068056,0.616261,0.005339,0.000496,0.001111,-0.020592,0.999787
real,523.167000,-0.226087,0.553202,0.008780,0.000048,0.000604,-0.020304,0.999794
odom,523.201000,-0.327487,0.568882,0.008796,-0.000013,0.000538,-0.020316,0.999793
estimator,1716796026.548887,-0.062789,0.615661,0.005330,0.000496,0.001111,-0.020400,0.999791
real,523.201000,-0.218077,0.552881,0.008796,-0.000013,0.000538,-0.020316,0.999793
odom,523.235000,-0.219902,0.600402,0.008823,-0.000055,0.000417,-0.019653,0.999807
estimator,1716796026.584234,-0.327493,0.568884,0.005552,0.000435,0.001045,-0.020317,0.999793
real,523.235000,-0.209244,0.552599,0.008823,-0.000055,0.000417,-0.019653,0.999807
odom,523.269000,-0.339459,0.598675,0.008820,-0.000007,0.000378,-0.018827,0.999823
estimator,1716796026.617755,-0.219906,0.600403,0.005500,0.000393,0.000923,-0.019653,0.999806
real,523.269000,-0.200450,0.552227,0.008820,-0.000007,0.000378,-0.018827,0.999823
odom,523.303000,-0.086563,0.618407,0.008811,0.000016,0.000462,-0.018533,0.999828
estimator,1716796026.650634,-0.339463,0.598677,0.005614,0.000441,0.000884,-0.018827,0.999822
real,523.303000,-0.192058,0.551890,0.008811,0.000016,0.000462,-0.018533,0.999828
odom,523.337000,-0.123448,0.559007,0.008797,0.000006,0.000596,-0.019598,0.999808
estimator,1716796026.687028,-0.086567,0.618408,0.005372,0.000465,0.000968,-0.018533,0.999828
real,523.337000,-0.183706,0.551570,0.008797,0.000006,0.000596,-0.019598,0.999808
odom,523.371000,-0.158748,0.572454,0.008791,-0.000018,0.000597,-0.020565,0.999788
estimator,1716796026.726718,-0.143868,0.568578,0.005391,0.000454,0.001103,-0.020205,0.999795
real,523.371000,-0.175351,0.551231,0.008791,-0.000018,0.000597,-0.020565,0.999788
odom,523.405000,-0.244424,0.579192,0.008803,0.000002,0.000543,-0.021988,0.999758
estimator,1716796026.756871,-0.138329,0.562910,0.005377,0.000454,0.001103,-0.019990,0.999799
real,523.405000,-0.167451,0.550901,0.008803,0.000002,0.000543,-0.021988,0.999758
odom,523.439000,-0.102926,0.633917,0.008827,0.000036,0.000459,-0.022910,0.999737
estimator,1716796026.787670,-0.244430,0.579194,0.005532,0.000472,0.001049,-0.021988,0.999758
real,523.439000,-0.158685,0.550530,0.008827,0.000036,0.000459,-0.022910,0.999737
odom,523.473000,-0.316996,0.617093,0.008801,0.000009,0.000458,-0.023939,0.999713
estimator,1716796026.822085,-0.102931,0.633919,0.005468,0.000505,0.000966,-0.022910,0.999737
real,523.473000,-0.149887,0.550100,0.008801,0.000009,0.000458,-0.023939,0.999713
odom,523.507000,-0.103217,0.597429,0.008804,-0.000085,0.000590,-0.023994,0.999712
estimator,1716796026.854625,-0.316999,0.617095,0.005639,0.000478,0.000966,-0.023939,0.999713
real,523.507000,-0.141606,0.549773,0.008804,-0.000085,0.000590,-0.023994,0.999712
odom,523.541000,-0.211317,0.586824,0.008798,0.000046,0.000547,-0.024966,0.999688
estimator,1716796026.889827,-0.103223,0.597430,0.005411,0.000384,0.001097,-0.023994,0.999711
real,523.541000,-0.133288,0.549291,0.008798,0.000046,0.000547,-0.024966,0.999688
odom,523.575000,-0.393105,0.593975,0.008808,-0.000014,0.000538,-0.025949,0.999663
estimator,1716796026.929327,-0.305215,0.587269,0.005695,0.000514,0.001055,-0.025332,0.999678
real,523.575000,-0.124940,0.548897,0.008808,-0.000014,0.000538,-0.025949,0.999663
odom,523.609000,-0.196858,0.641002,0.008789,-0.000014,0.000570,-0.027184,0.999630
estimator,1716796026.958406,-0.299209,0.593633,0.005693,0.000515,0.001055,-0.025287,0.999680
real,523.609000,-0.117049,0.548467,0.008789,-0.000014,0.000570,-0.027184,0.999630
odom,523.643000,-0.159792,0.609549,0.008821,0.000030,0.000521,-0.027400,0.999624
estimator,1716796026.994138,-0.196863,0.641003,0.005729,0.000514,0.001088,-0.027185,0.999630
real,523.643000,-0.108319,0.548005,0.008821,0.000030,0.000521,-0.027400,0.999624
odom,523.677000,-0.082265,0.594616,0.008817,-0.000017,0.000511,-0.027530,0.999621
estimator,1716796027.027389,-0.159797,0.609551,0.005690,0.000558,0.001039,-0.027400,0.999624
real,523.677000,-0.099514,0.547547,0.008817,-0.000017,0.000511,-0.027530,0.999621
odom,523.711000,-0.129955,0.584812,0.008802,-0.000021,0.000540,-0.024816,0.999692
estimator,1716796027.059152,-0.082270,0.594618,0.005591,0.000510,0.001029,-0.027530,0.999620
real,523.711000,-0.090842,0.547074,0.008802,-0.000021,0.000540,-0.024816,0.999692
odom,523.745000,-0.268912,0.629028,0.008789,0.000036,0.000558,-0.023178,0.999731
estimator,1716796027.094011,-0.129960,0.584813,0.005614,0.000508,0.001057,-0.024817,0.999691
real,523.745000,-0.082364,0.546635,0.008789,0.000036,0.000558,-0.023178,0.999731
odom,523.779000,-0.109753,0.626493,0.008780,-0.000080,0.000589,-0.020633,0.999787
estimator,1716796027.148035,-0.193791,0.629585,0.005626,0.000567,0.001072,-0.021849,0.999761
real,523.779000,-0.074019,0.546294,0.008780,-0.000080,0.000589,-0.020633,0.999787
odom,523.813000,0.038773,0.592395,0.008795,-0.000056,0.000592,-0.018717,0.999825
estimator,1716796027.180481,-0.184896,0.626135,0.005607,0.000567,0.001072,-0.021832,0.999761
odom,523.847000,-0.063096,0.549121,0.008786,0.000010,0.000542,-0.016313,0.999867
estimator,1716796027.210900,0.038767,0.592396,0.005278,0.000594,0.001074,-0.018717,0.999824
real,523.813000,-0.066054,0.546000,0.008795,-0.000056,0.000592,-0.018717,0.999825
odom,523.881000,-0.073771,0.637223,0.008821,-0.000087,0.000514,-0.015608,0.999878
estimator,1716796027.240012,-0.063102,0.549124,0.005308,0.000661,0.001022,-0.016314,0.999866
odom,523.915000,-0.050313,0.562290,0.008804,-0.000036,0.000463,-0.014744,0.999891
estimator,1716796027.272861,-0.073776,0.637224,0.005469,0.000564,0.000993,-0.015608,0.999878
real,523.847000,-0.058187,0.545686,0.008786,0.000010,0.000542,-0.016313,0.999867
odom,523.949000,0.058006,0.565546,0.008803,-0.000021,0.000565,-0.014196,0.999899
estimator,1716796027.305013,-0.050317,0.562292,0.005332,0.000615,0.000941,-0.014744,0.999891
real,523.881000,-0.049409,0.545537,0.008821,-0.000087,0.000514,-0.015608,0.999878
odom,523.983000,-0.119622,0.547658,0.008785,-0.000014,0.000608,-0.013429,0.999910
estimator,1716796027.335406,-0.056227,0.557280,0.005456,0.000626,0.001047,-0.018700,0.999824
real,523.915000,-0.040613,0.545232,0.008804,-0.000036,0.000463,-0.014744,0.999891
real,523.949000,-0.032277,0.544985,0.008803,-0.000021,0.000565,-0.014196,0.999899
real,523.983000,-0.023452,0.544734,0.008785,-0.000014,0.000608,-0.013429,0.999910
odom,524.017000,-0.112440,0.625487,0.008794,0.000002,0.000571,-0.012649,0.999920
estimator,1716796027.372133,-0.005484,0.556930,0.005354,0.000636,0.001041,-0.009165,0.999957
