type,t,x,y,z,qx,qy,qz,qw
odom,17.030000,-1.641594,0.431673,0.008740,-0.000280,0.000687,0.377409,0.926047
estimator,1716641588.492942,-1.676422,0.455638,0.009895,-0.000184,0.000533,0.390169,0.920743
real,17.030000,-1.583914,0.410280,0.008740,-0.000280,0.000687,0.377409,0.926047
odom,17.064000,-1.613476,0.484304,0.008747,-0.000243,0.000656,0.368344,0.929689
estimator,1716641588.527453,-1.641593,0.431674,0.009973,-0.000196,0.000562,0.377409,0.926047
real,17.064000,-1.577507,0.416423,0.008747,-0.000243,0.000656,0.368344,0.929689
odom,17.098000,-1.618469,0.427811,0.008741,-0.000242,0.000669,0.359202,0.933260
estimator,1716641588.561059,-1.613475,0.484305,0.009997,-0.000158,0.000532,0.368344,0.929690
real,17.098000,-1.570984,0.422436,0.008741,-0.000242,0.000669,0.359202,0.933260
odom,17.132000,-1.710575,0.453843,0.008742,-0.000251,0.000696,0.350032,0.936737
estimator,1716641588.595117,-1.618468,0.427812,0.009976,-0.000155,0.000545,0.359202,0.933260
real,17.132000,-1.564344,0.428321,0.008742,-0.000251,0.000696,0.350032,0.936737
odom,17.166000,-1.453657,0.488785,0.008738,-0.000242,0.000709,0.340832,0.940124
estimator,1716641588.628788,-1.710573,0.453844,0.009968,-0.000163,0.000573,0.350032,0.936737
real,17.166000,-1.557589,0.434074,0.008738,-0.000242,0.000709,0.340832,0.940124
odom,17.200000,-1.593277,0.514165,0.008734,-0.000225,0.000704,0.331600,0.943420
estimator,1716641588.667389,-1.522080,0.501679,0.010076,-0.000157,0.000586,0.336476,0.941692
real,17.200000,-1.550723,0.439694,0.008734,-0.000225,0.000704,0.331600,0.943420
odom,17.234000,-1.548786,0.484720,0.008734,-0.000219,0.000700,0.322336,0.946625
estimator,1716641588.698358,-1.524736,0.501911,0.010078,-0.000157,0.000586,0.335956,0.941878
real,17.234000,-1.543748,0.445178,0.008734,-0.000219,0.000700,0.322336,0.946625
odom,17.268000,-1.454458,0.476155,0.008734,-0.000231,0.000699,0.314778,0.949165
estimator,1716641588.732038,-1.548784,0.484721,0.010140,-0.000153,0.000582,0.322336,0.946625
real,17.268000,-1.536675,0.450537,0.008734,-0.000231,0.000699,0.314778,0.949165
odom,17.302000,-1.717830,0.457707,0.008732,-0.000220,0.000709,0.307152,0.951660
estimator,1716641588.765868,-1.454456,0.476156,0.010156,-0.000163,0.000581,0.314778,0.949165
real,17.302000,-1.529523,0.455779,0.008732,-0.000220,0.000709,0.307152,0.951660
odom,17.336000,-1.376871,0.482774,0.008734,-0.000204,0.000717,0.299513,0.954092
estimator,1716641588.800264,-1.717828,0.457708,0.010102,-0.000151,0.000592,0.307152,0.951660
real,17.336000,-1.522288,0.460905,0.008734,-0.000204,0.000717,0.299513,0.954092
odom,17.370000,-1.691585,0.493693,0.008725,-0.000233,0.000722,0.291945,0.956435
estimator,1716641588.833534,-1.376870,0.482775,0.010172,-0.000134,0.000600,0.299513,0.954092
real,17.370000,-1.515347,0.465658,0.008725,-0.000233,0.000722,0.291945,0.956435
odom,17.404000,-1.476688,0.505558,0.008730,-0.000214,0.000713,0.284271,0.958744
estimator,1716641588.874926,-1.583593,0.503903,0.009986,-0.000164,0.000605,0.289071,0.957307
real,17.404000,-1.508340,0.470294,0.008730,-0.000214,0.000713,0.284271,0.958744
odom,17.438000,-1.501058,0.544860,0.008731,-0.000177,0.000733,0.276692,0.960958
estimator,1716641588.906163,-1.584594,0.494663,0.009993,-0.000165,0.000604,0.287616,0.957746
real,17.438000,-1.501644,0.474573,0.008731,-0.000177,0.000733,0.276692,0.960958
odom,17.472000,-1.428407,0.576821,0.008742,-0.000179,0.000689,0.270289,0.962779
estimator,1716641588.939219,-1.501057,0.544860,0.009867,-0.000130,0.000625,0.276692,0.960959
real,17.472000,-1.494215,0.479168,0.008742,-0.000179,0.000689,0.270289,0.962779
odom,17.506000,-1.465787,0.574096,0.008743,-0.000199,0.000695,0.264276,0.964447
estimator,1716641588.972850,-1.428405,0.576822,0.009896,-0.000130,0.000581,0.270289,0.962779
real,17.506000,-1.486620,0.483732,0.008743,-0.000199,0.000695,0.264276,0.964447
odom,17.540000,-1.409633,0.554715,0.008735,-0.000169,0.000732,0.256185,0.966627
estimator,1716641589.005671,-1.465786,0.574097,0.009890,-0.000150,0.000587,0.264276,0.964447
real,17.540000,-1.479057,0.488128,0.008735,-0.000169,0.000732,0.256185,0.966627
odom,17.574000,-1.435747,0.533100,0.008729,-0.000177,0.000741,0.248455,0.968643
estimator,1716641589.044101,-1.424598,0.544984,0.009912,-0.000121,0.000625,0.252531,0.967589
real,17.574000,-1.471726,0.492231,0.008729,-0.000177,0.000741,0.248455,0.968643
odom,17.608000,-1.493664,0.543028,0.008741,-0.000190,0.000714,0.240694,0.970601
estimator,1716641589.077954,-1.420846,0.542947,0.009908,-0.000122,0.000624,0.252081,0.967706
real,17.608000,-1.464329,0.496216,0.008741,-0.000190,0.000714,0.240694,0.970601
odom,17.642000,-1.467612,0.525424,0.008745,-0.000152,0.000711,0.232920,0.972496
estimator,1716641589.110200,-1.493663,0.543029,0.009932,-0.000135,0.000598,0.240694,0.970601
real,17.642000,-1.456869,0.500082,0.008745,-0.000152,0.000711,0.232920,0.972496
odom,17.676000,-1.264358,0.580170,0.008745,-0.000133,0.000705,0.225162,0.974321
estimator,1716641589.142654,-1.467611,0.525425,0.009938,-0.000097,0.000596,0.232920,0.972496
real,17.676000,-1.448933,0.504035,0.008745,-0.000133,0.000705,0.225162,0.974321
odom,17.710000,-1.557481,0.517947,0.008739,-0.000167,0.000720,0.217362,0.976091
estimator,1716641589.176566,-1.264357,0.580170,0.009988,-0.000077,0.000590,0.225162,0.974321
real,17.710000,-1.440933,0.507863,0.008739,-0.000167,0.000720,0.217362,0.976091
odom,17.744000,-1.555006,0.534735,0.008731,-0.000159,0.000730,0.209550,0.977798
estimator,1716641589.210231,-1.557479,0.517947,0.009914,-0.000110,0.000605,0.217362,0.976091
real,17.744000,-1.432873,0.511561,0.008731,-0.000159,0.000730,0.209550,0.977798
odom,17.778000,-1.399617,0.594868,0.008726,-0.000132,0.000744,0.203437,0.979088
estimator,1716641589.244279,-1.478658,0.563607,0.009808,-0.000103,0.000616,0.206567,0.978432
real,17.778000,-1.425178,0.514958,0.008726,-0.000132,0.000744,0.203437,0.979088
odom,17.812000,-1.518953,0.603145,0.008734,-0.000140,0.000739,0.197348,0.980333
estimator,1716641589.278742,-1.475788,0.565533,0.009803,-0.000103,0.000616,0.206390,0.978470
real,17.812000,-1.417885,0.518071,0.008734,-0.000140,0.000739,0.197348,0.980333
odom,17.846000,-1.386673,0.574760,0.008741,-0.000158,0.000717,0.191248,0.981541
estimator,1716641589.318446,-1.518952,0.603146,0.009681,-0.000112,0.000610,0.197348,0.980333
real,17.846000,-1.410553,0.521094,0.008741,-0.000158,0.000717,0.191248,0.981541
odom,17.880000,-1.628935,0.570403,0.008747,-0.000145,0.000687,0.185128,0.982714
estimator,1716641589.347630,-1.386672,0.574761,0.009717,-0.000129,0.000588,0.191248,0.981542
real,17.880000,-1.402294,0.524378,0.008747,-0.000145,0.000687,0.185128,0.982714
odom,17.914000,-1.362376,0.599864,0.008735,-0.000136,0.000735,0.180671,0.983543
estimator,1716641589.381019,-1.628934,0.570404,0.009665,-0.000116,0.000558,0.185128,0.982714
real,17.914000,-1.394022,0.527562,0.008735,-0.000136,0.000735,0.180671,0.983543
odom,17.948000,-1.307523,0.533057,0.008724,-0.000129,0.000748,0.176297,0.984337
estimator,1716641589.415567,-1.362375,0.599865,0.009720,-0.000106,0.000606,0.180671,0.983543
real,17.948000,-1.385730,0.530669,0.008724,-0.000129,0.000748,0.176297,0.984337
odom,17.982000,-1.310803,0.619708,0.008726,-0.000137,0.000740,0.171851,0.985123
estimator,1716641589.449296,-1.312565,0.576436,0.009704,-0.000099,0.000620,0.174504,0.984656
real,17.982000,-1.377822,0.533552,0.008726,-0.000137,0.000740,0.171851,0.985123
odom,18.016000,-1.426953,0.600643,0.008726,-0.000146,0.000758,0.166971,0.985962
estimator,1716641589.483053,-1.305594,0.576342,0.009695,-0.000100,0.000620,0.173793,0.984782
real,18.016000,-1.370855,0.536019,0.008726,-0.000146,0.000758,0.166971,0.985962
odom,18.050000,-1.160561,0.620109,0.008742,-0.000128,0.000732,0.160864,0.986976
estimator,1716641589.517378,-1.426952,0.600644,0.009654,-0.000110,0.000638,0.166971,0.985962
real,18.050000,-1.364226,0.538283,0.008742,-0.000128,0.000732,0.160864,0.986976
odom,18.084000,-1.426195,0.570650,0.008761,-0.000125,0.000640,0.154766,0.987951
estimator,1716641589.551242,-1.160559,0.620109,0.009732,-0.000091,0.000611,0.160864,0.986976
real,18.084000,-1.356475,0.540823,0.008761,-0.000125,0.000640,0.154766,0.987951
odom,18.118000,-1.380874,0.604143,0.008786,-0.000069,0.000557,0.149364,0.988782
estimator,1716641589.584378,-1.426194,0.570650,0.009686,-0.000087,0.000520,0.154766,0.987951
real,18.118000,-1.348182,0.543428,0.008786,-0.000069,0.000557,0.149364,0.988782
odom,18.152000,-1.323912,0.641746,0.008795,-0.000021,0.000522,0.143286,0.989681
estimator,1716641589.618283,-1.380873,0.604143,0.009725,-0.000031,0.000437,0.149364,0.988782
real,18.152000,-1.339696,0.545990,0.008795,-0.000021,0.000522,0.143286,0.989681
odom,18.186000,-1.463008,0.572802,0.008790,-0.000003,0.000594,0.138582,0.990351
estimator,1716641589.654546,-1.396951,0.605715,0.009813,0.000018,0.000403,0.141413,0.989951
real,18.186000,-1.331950,0.548236,0.008790,-0.000003,0.000594,0.138582,0.990351
odom,18.220000,-1.263716,0.574042,0.008796,-0.000011,0.000574,0.132329,0.991206
estimator,1716641589.687963,-1.390100,0.609114,0.009807,0.000017,0.000403,0.140455,0.990087
real,18.220000,-1.323814,0.550499,0.008796,-0.000011,0.000574,0.132329,0.991206
odom,18.254000,-1.388489,0.624917,0.008806,-0.000052,0.000546,0.126203,0.992004
estimator,1716641589.721600,-1.263715,0.574042,0.009947,0.000010,0.000383,0.132329,0.991206
real,18.254000,-1.315692,0.552648,0.008806,-0.000052,0.000546,0.126203,0.992004
odom,18.288000,-1.263513,0.556863,0.008808,-0.000122,0.000525,0.120036,0.992769
estimator,1716641589.754671,-1.388488,0.624917,0.009914,-0.000030,0.000355,0.126203,0.992004
real,18.288000,-1.306991,0.554841,0.008808,-0.000122,0.000525,0.120036,0.992769
odom,18.322000,-1.201524,0.599854,0.008777,-0.000204,0.000595,0.116677,0.993170
estimator,1716641589.789289,-1.263512,0.556863,0.009957,-0.000099,0.000335,0.120036,0.992770
real,18.322000,-1.298583,0.556874,0.008777,-0.000204,0.000595,0.116677,0.993170
odom,18.356000,-1.305660,0.575810,0.008784,-0.000118,0.000605,0.112081,0.993699
estimator,1716641589.823640,-1.201523,0.599854,0.009953,-0.000179,0.000404,0.116677,0.993170
real,18.356000,-1.289980,0.558875,0.008784,-0.000118,0.000605,0.112081,0.993699
odom,18.390000,-1.188968,0.604019,0.008787,0.000030,0.000591,0.105937,0.994373
estimator,1716641589.857721,-1.257180,0.591840,0.009877,-0.000093,0.000414,0.111021,0.993818
real,18.390000,-1.281802,0.560679,0.008787,0.000030,0.000591,0.105937,0.994373
odom,18.424000,-1.262506,0.609591,0.008792,-0.000007,0.000593,0.101597,0.994825
estimator,1716641589.892270,-1.237445,0.587857,0.009861,-0.000095,0.000414,0.107250,0.994232
real,18.424000,-1.273987,0.562327,0.008792,-0.000007,0.000593,0.101597,0.994825
odom,18.458000,-1.202683,0.631840,0.008780,-0.000121,0.000609,0.097183,0.995266
estimator,1716641589.925660,-1.262505,0.609591,0.009793,-0.000132,0.000415,0.101597,0.994825
real,18.458000,-1.266214,0.563896,0.008780,-0.000121,0.000609,0.097183,0.995266
odom,18.492000,-1.173138,0.640593,0.008793,-0.000141,0.000521,0.093230,0.995644
estimator,1716641589.959091,-1.202681,0.631841,0.009799,-0.000245,0.000430,0.097184,0.995266
real,18.492000,-1.257573,0.565565,0.008793,-0.000141,0.000521,0.093230,0.995644
odom,18.526000,-1.280967,0.576832,0.008797,-0.000169,0.000529,0.091810,0.995776
estimator,1716641589.993138,-1.173137,0.640593,0.009821,-0.000264,0.000342,0.093230,0.995644
real,18.526000,-1.249195,0.567141,0.008797,-0.000169,0.000529,0.091810,0.995776
odom,18.560000,-1.098214,0.653761,0.008789,-0.000115,0.000553,0.089099,0.996023
estimator,1716641590.027593,-1.280966,0.576833,0.009798,-0.000292,0.000350,0.091811,0.995776
real,18.560000,-1.240966,0.568635,0.008789,-0.000115,0.000553,0.089099,0.996023
odom,18.594000,-1.395412,0.649567,0.008803,-0.000087,0.000565,0.086472,0.996254
estimator,1716641590.063724,-1.251726,0.651958,0.009952,-0.000238,0.000374,0.088230,0.996100
real,18.594000,-1.232706,0.570087,0.008803,-0.000087,0.000565,0.086472,0.996254
odom,18.628000,-1.323094,0.641001,0.008803,-0.000144,0.000551,0.083806,0.996482
estimator,1716641590.096372,-1.241923,0.651631,0.009945,-0.000239,0.000373,0.087308,0.996181
real,18.628000,-1.224435,0.571532,0.008803,-0.000144,0.000551,0.083806,0.996482
odom,18.662000,-1.335243,0.665136,0.008828,-0.000118,0.000499,0.080784,0.996732
estimator,1716641590.130352,-1.323093,0.641002,0.010080,-0.000296,0.000358,0.083806,0.996482
real,18.662000,-1.215668,0.573024,0.008828,-0.000118,0.000499,0.080784,0.996732
odom,18.696000,-1.093660,0.608238,0.008800,-0.000087,0.000469,0.078167,0.996940
estimator,1716641590.163216,-1.335242,0.665137,0.010093,-0.000269,0.000306,0.080784,0.996732
real,18.696000,-1.206965,0.574369,0.008800,-0.000087,0.000469,0.078167,0.996940
odom,18.730000,-1.289115,0.596214,0.008791,-0.000239,0.000519,0.075510,0.997145
estimator,1716641590.197113,-1.093660,0.608238,0.010179,-0.000237,0.000275,0.078167,0.996940
real,18.730000,-1.198188,0.575811,0.008791,-0.000239,0.000519,0.075510,0.997145
odom,18.764000,-1.206048,0.668291,0.008788,-0.000310,0.000534,0.072488,0.997369
estimator,1716641590.231290,-1.289114,0.596215,0.010094,-0.000389,0.000325,0.075510,0.997145
real,18.764000,-1.189817,0.577122,0.008788,-0.000310,0.000534,0.072488,0.997369
odom,18.798000,-1.163787,0.623198,0.008785,-0.000150,0.000545,0.070340,0.997523
estimator,1716641590.268558,-1.207314,0.644666,0.010130,-0.000458,0.000341,0.075801,0.997123
real,18.798000,-1.181718,0.578225,0.008785,-0.000150,0.000545,0.070340,0.997523
odom,18.832000,-1.014765,0.624123,0.008799,0.000035,0.000569,0.067356,0.997729
estimator,1716641590.302376,-1.162340,0.646742,0.010100,-0.000461,0.000337,0.066498,0.997786
real,18.832000,-1.173387,0.579370,0.008799,0.000035,0.000569,0.067356,0.997729
odom,18.866000,-1.074113,0.594776,0.008792,0.000081,0.000555,0.062761,0.998028
estimator,1716641590.335262,-1.014764,0.624123,0.010197,-0.000274,0.000359,0.067357,0.997729
real,18.866000,-1.164572,0.580521,0.008792,0.000081,0.000555,0.062761,0.998028
odom,18.900000,-1.094989,0.653995,0.008800,0.000021,0.000534,0.058906,0.998263
estimator,1716641590.368790,-1.074112,0.594776,0.010180,-0.000228,0.000345,0.062761,0.998029
real,18.900000,-1.155898,0.581578,0.008800,0.000021,0.000534,0.058906,0.998263
odom,18.934000,-1.232212,0.624606,0.008798,-0.000085,0.000553,0.054353,0.998522
estimator,1716641590.402143,-1.094988,0.653996,0.010143,-0.000287,0.000323,0.058906,0.998263
real,18.934000,-1.147053,0.582584,0.008798,-0.000085,0.000553,0.054353,0.998522
odom,18.968000,-1.115579,0.596157,0.008770,-0.000131,0.000627,0.049662,0.998766
estimator,1716641590.436054,-1.232211,0.624606,0.010096,-0.000392,0.000340,0.054353,0.998522
real,18.968000,-1.138737,0.583453,0.008770,-0.000131,0.000627,0.049662,0.998766
odom,19.002000,-1.059297,0.678318,0.008779,-0.000086,0.000625,0.045204,0.998978
estimator,1716641590.471760,-1.096934,0.639782,0.010084,-0.000436,0.000412,0.049236,0.998787
real,19.002000,-1.130385,0.584241,0.008779,-0.000086,0.000625,0.045204,0.998978
odom,19.036000,-1.246908,0.663510,0.008789,-0.000006,0.000538,0.040712,0.999171
estimator,1716641590.505383,-1.077912,0.634659,0.010073,-0.000438,0.000410,0.046091,0.998937
real,19.036000,-1.122025,0.584956,0.008789,-0.000006,0.000538,0.040712,0.999171
odom,19.070000,-1.271002,0.659985,0.008814,-0.000064,0.000491,0.036314,0.999340
estimator,1716641590.538997,-1.246907,0.663511,0.009963,-0.000356,0.000321,0.040713,0.999171
real,19.070000,-1.113324,0.585636,0.008814,-0.000064,0.000491,0.036314,0.999340
odom,19.104000,-0.944558,0.649639,0.008806,-0.000113,0.000493,0.031909,0.999491
estimator,1716641590.572415,-1.271001,0.659986,0.009980,-0.000414,0.000273,0.036314,0.999340
real,19.104000,-1.104503,0.586258,0.008806,-0.000113,0.000493,0.031909,0.999491
odom,19.138000,-0.953420,0.619716,0.008814,-0.000054,0.000527,0.027429,0.999624
estimator,1716641590.605705,-0.944557,0.649640,0.010129,-0.000462,0.000273,0.031909,0.999491
real,19.138000,-1.095684,0.586760,0.008814,-0.000054,0.000527,0.027429,0.999624
odom,19.172000,-1.104695,0.632131,0.008792,-0.000025,0.000580,0.022961,0.999736
estimator,1716641590.643359,-1.030992,0.627129,0.010194,-0.000403,0.000305,0.025380,0.999678
real,19.172000,-1.086850,0.587201,0.008792,-0.000025,0.000580,0.022961,0.999736
odom,19.206000,-0.985163,0.599869,0.008799,-0.000016,0.000563,0.018367,0.999831
estimator,1716641590.678423,-1.027093,0.625031,0.010193,-0.000403,0.000305,0.024944,0.999689
real,19.206000,-1.077999,0.587565,0.008799,-0.000016,0.000563,0.018367,0.999831
odom,19.240000,-1.095289,0.591770,0.008784,-0.000093,0.000595,0.014243,0.999898
estimator,1716641590.711343,-0.985162,0.599870,0.010328,-0.000393,0.000285,0.018367,0.999831
real,19.240000,-1.069738,0.587840,0.008784,-0.000093,0.000595,0.014243,0.999898
odom,19.274000,-1.038461,0.670110,0.008798,-0.000110,0.000522,0.011483,0.999934
estimator,1716641590.744162,-1.095288,0.591771,0.010257,-0.000469,0.000315,0.014243,0.999898
real,19.274000,-1.060926,0.588095,0.008798,-0.000110,0.000522,0.011483,0.999934
odom,19.308000,-0.970271,0.686746,0.008804,-0.000023,0.000497,0.008749,0.999962
estimator,1716641590.777788,-1.038460,0.670111,0.010245,-0.000485,0.000241,0.011483,0.999934
real,19.308000,-1.052103,0.588249,0.008804,-0.000023,0.000497,0.008749,0.999962
odom,19.342000,-1.117411,0.599775,0.008798,-0.000033,0.000572,0.006023,0.999982
estimator,1716641590.811978,-0.970270,0.686746,0.010278,-0.000397,0.000215,0.008750,0.999962
real,19.342000,-1.043268,0.588381,0.008798,-0.000033,0.000572,0.006023,0.999982
odom,19.376000,-1.020221,0.633926,0.008786,-0.000009,0.000594,0.003120,0.999995
estimator,1716641590.846086,-1.072276,0.617506,0.010212,-0.000407,0.000289,0.004947,0.999988
real,19.376000,-1.034948,0.588447,0.008786,-0.000009,0.000594,0.003120,0.999995
odom,19.410000,-1.019751,0.618499,0.008802,-0.000035,0.000544,0.000341,1.000000
estimator,1716641590.880713,-1.065313,0.616090,0.010209,-0.000408,0.000288,0.004291,0.999991
real,19.410000,-1.026571,0.588489,0.008802,-0.000035,0.000544,0.000341,1.000000
odom,19.444000,-1.030823,0.589684,0.008809,-0.000020,0.000503,-0.002409,0.999997
estimator,1716641590.914018,-1.019749,0.618500,0.010200,-0.000433,0.000236,0.000341,1.000000
real,19.444000,-1.018204,0.588480,0.008809,-0.000020,0.000503,-0.002409,0.999997
odom,19.478000,-1.027989,0.647943,0.008824,-0.000003,0.000499,-0.006140,0.999981
estimator,1716641590.948063,-1.030822,0.589685,0.010224,-0.000417,0.000194,-0.002409,0.999997
real,19.478000,-1.009259,0.588425,0.008824,-0.000003,0.000499,-0.006140,0.999981
odom,19.512000,-0.984382,0.605497,0.008799,0.000004,0.000558,-0.008804,0.999961
estimator,1716641590.981061,-1.027988,0.647943,0.010194,-0.000400,0.000189,-0.006140,0.999981
real,19.512000,-1.000498,0.588262,0.008799,0.000004,0.000558,-0.008804,0.999961
odom,19.546000,-1.004038,0.638982,0.008797,-0.000044,0.000565,-0.011527,0.999933
estimator,1716641591.015466,-0.984380,0.605497,0.010230,-0.000392,0.000247,-0.008804,0.999961
real,19.546000,-0.991667,0.588103,0.008797,-0.000044,0.000565,-0.011527,0.999933
odom,19.580000,-1.136215,0.644618,0.008793,0.000005,0.000568,-0.014174,0.999899
estimator,1716641591.050155,-1.089767,0.643252,0.010229,-0.000438,0.000254,-0.009225,0.999957
real,19.580000,-0.983413,0.587880,0.008793,0.000005,0.000568,-0.014174,0.999899
odom,19.614000,-0.850468,0.611221,0.008798,-0.000056,0.000555,-0.016935,0.999856
estimator,1716641591.083354,-1.050500,0.639948,0.010211,-0.000439,0.000251,-0.016529,0.999863
real,19.614000,-0.975042,0.587648,0.008798,-0.000056,0.000555,-0.016935,0.999856
odom,19.648000,-0.922957,0.679036,0.008806,-0.000035,0.000543,-0.019697,0.999806
estimator,1716641591.117875,-0.850467,0.611222,0.010460,-0.000499,0.000238,-0.016935,0.999856
real,19.648000,-0.966682,0.587347,0.008806,-0.000035,0.000543,-0.019697,0.999806
odom,19.682000,-0.988867,0.600015,0.008803,0.000004,0.000536,-0.022712,0.999742
estimator,1716641591.151428,-0.922956,0.679037,0.010363,-0.000477,0.000225,-0.019697,0.999806
real,19.682000,-0.957931,0.586965,0.008803,0.000004,0.000536,-0.022712,0.999742
odom,19.716000,-1.005557,0.683275,0.008802,-0.000022,0.000554,-0.026423,0.999651
estimator,1716641591.185376,-0.988866,0.600015,0.010389,-0.000437,0.000217,-0.022712,0.999742
real,19.716000,-0.948925,0.586541,0.008802,-0.000022,0.000554,-0.026423,0.999651
odom,19.750000,-0.962334,0.606442,0.008801,0.000014,0.000543,-0.029297,0.999571
estimator,1716641591.219622,-1.005555,0.683276,0.010303,-0.000462,0.000233,-0.026422,0.999651
real,19.750000,-0.940116,0.586038,0.008801,0.000014,0.000543,-0.029297,0.999571
odom,19.784000,-1.039470,0.616694,0.008811,-0.000019,0.000516,-0.030699,0.999529
estimator,1716641591.253567,-1.005725,0.611818,0.010415,-0.000425,0.000220,-0.029626,0.999561
real,19.784000,-0.931260,0.585536,0.008811,-0.000019,0.000516,-0.030699,0.999529
odom,19.818000,-1.086536,0.653827,0.008786,-0.000009,0.000607,-0.031567,0.999501
estimator,1716641591.287151,-0.996089,0.611349,0.010410,-0.000425,0.000220,-0.030354,0.999539
real,19.818000,-0.923437,0.585020,0.008786,-0.000009,0.000607,-0.031567,0.999501
odom,19.852000,-0.917943,0.661964,0.008791,0.000034,0.000576,-0.032653,0.999467
estimator,1716641591.320960,-1.086534,0.653828,0.010351,-0.000415,0.000310,-0.031567,0.999502
real,19.852000,-0.915549,0.584505,0.008791,0.000034,0.000576,-0.032653,0.999467
odom,19.886000,-1.012500,0.606953,0.008799,-0.000084,0.000523,-0.033655,0.999433
estimator,1716641591.354434,-0.917942,0.661964,0.010445,-0.000371,0.000279,-0.032653,0.999467
real,19.886000,-0.907668,0.584049,0.008799,-0.000084,0.000523,-0.033655,0.999433
odom,19.920000,-0.979727,0.672402,0.008792,-0.000148,0.000524,-0.034980,0.999388
estimator,1716641591.389198,-1.012499,0.606954,0.010445,-0.000488,0.000225,-0.033654,0.999433
real,19.920000,-0.900160,0.583582,0.008792,-0.000148,0.000524,-0.034980,0.999388
odom,19.954000,-0.934517,0.617822,0.008794,-0.000085,0.000528,-0.035946,0.999354
estimator,1716641591.424312,-0.979726,0.672403,0.010403,-0.000552,0.000226,-0.034980,0.999388
real,19.954000,-0.892758,0.583015,0.008794,-0.000085,0.000528,-0.035946,0.999354
odom,19.988000,-0.896099,0.655684,0.008808,0.000068,0.000539,-0.036939,0.999317
estimator,1716641591.463879,-0.932372,0.639387,0.010454,-0.000489,0.000230,-0.034378,0.999409
real,19.988000,-0.885356,0.582444,0.008808,0.000068,0.000539,-0.036939,0.999317
odom,20.022000,-0.786794,0.661999,0.008799,0.000127,0.000516,-0.038659,0.999252
estimator,1716641591.496799,-0.898319,0.634118,0.010441,-0.000490,0.000228,-0.038134,0.999272
real,20.022000,-0.878263,0.581902,0.008799,0.000127,0.000516,-0.038659,0.999252
odom,20.056000,-1.020233,0.588666,0.008810,0.000040,0.000520,-0.039874,0.999205
estimator,1716641591.526520,-0.786793,0.661999,0.010469,-0.000430,0.000205,-0.038659,0.999252
real,20.056000,-0.871339,0.581362,0.008810,0.000040,0.000520,-0.039874,0.999205
odom,20.090000,-0.946507,0.602266,0.008817,-0.000037,0.000494,-0.040937,0.999162
estimator,1716641591.561163,-1.020231,0.588667,0.010429,-0.000516,0.000208,-0.039874,0.999205
real,20.090000,-0.863265,0.580769,0.008817,-0.000037,0.000494,-0.040937,0.999162
odom,20.124000,-0.766160,0.612660,0.008819,0.000036,0.000420,-0.041824,0.999125
estimator,1716641591.597520,-0.946506,0.602267,0.010463,-0.000593,0.000181,-0.040937,0.999162
real,20.124000,-0.854532,0.580000,0.008819,0.000036,0.000420,-0.041824,0.999125
odom,20.158000,-0.689538,0.621741,0.008815,0.000025,0.000457,-0.042861,0.999081
estimator,1716641591.629453,-0.766159,0.612660,0.010558,-0.000519,0.000106,-0.041824,0.999125
real,20.158000,-0.845740,0.579257,0.008815,0.000025,0.000457,-0.042861,0.999081
odom,20.192000,-0.784667,0.667948,0.008798,0.000014,0.000581,-0.044120,0.999026
estimator,1716641591.665587,-0.741620,0.645802,0.010580,-0.000531,0.000143,-0.043424,0.999057
real,20.192000,-0.837406,0.578523,0.008798,0.000014,0.000581,-0.044120,0.999026
odom,20.226000,-0.815834,0.656669,0.008794,0.000025,0.000583,-0.045144,0.998980
estimator,1716641591.696801,-0.732561,0.643951,0.010578,-0.000531,0.000143,-0.043496,0.999053
real,20.226000,-0.829079,0.577770,0.008794,0.000025,0.000583,-0.045144,0.998980
odom,20.260000,-0.930958,0.595485,0.008817,0.000003,0.000499,-0.045542,0.998962
estimator,1716641591.730994,-0.815832,0.656670,0.010554,-0.000518,0.000145,-0.045144,0.998980
real,20.260000,-0.820308,0.577014,0.008817,0.000003,0.000499,-0.045542,0.998962
odom,20.294000,-0.893577,0.642775,0.008826,0.000055,0.000476,-0.045686,0.998956
estimator,1716641591.765045,-0.930957,0.595486,0.010551,-0.000541,0.000061,-0.045542,0.998962
real,20.294000,-0.811530,0.576201,0.008826,0.000055,0.000476,-0.045686,0.998956
odom,20.328000,-0.737190,0.599948,0.008806,0.000102,0.000465,-0.048232,0.998836
estimator,1716641591.797947,-0.893576,0.642776,0.010538,-0.000489,0.000037,-0.045686,0.998956
real,20.328000,-0.802532,0.575328,0.008806,0.000102,0.000465,-0.048232,0.998836
odom,20.362000,-0.724905,0.581961,0.008791,-0.000029,0.000598,-0.049161,0.998791
estimator,1716641591.831957,-0.737189,0.599948,0.010695,-0.000441,0.000025,-0.048232,0.998836
real,20.362000,-0.794208,0.574536,0.008791,-0.000029,0.000598,-0.049161,0.998791
odom,20.396000,-0.733676,0.656602,0.008784,-0.000026,0.000601,-0.051039,0.998696
estimator,1716641591.868102,-0.729665,0.622662,0.010667,-0.000571,0.000157,-0.050283,0.998735
real,20.396000,-0.785741,0.573682,0.008784,-0.000026,0.000601,-0.051039,0.998696
odom,20.430000,-0.749280,0.581472,0.008805,0.000038,0.000552,-0.051744,0.998660
estimator,1716641591.902048,-0.728835,0.615895,0.010674,-0.000571,0.000158,-0.049916,0.998753
