type,t,x,y,z,qx,qy,qz,qw
odom,11.866000,-1.823276,0.193066,0.008733,-0.000482,0.000562,0.661241,0.750173
estimator,1716590967.122571,-1.797213,0.147123,0.007886,-0.000322,0.000685,0.664561,0.747234
real,11.866000,-1.741275,0.116099,0.008733,-0.000482,0.000562,0.661241,0.750173
odom,11.900000,-1.835790,0.093863,0.008722,-0.000504,0.000579,0.657862,0.753138
estimator,1716590967.155968,-1.823277,0.193065,0.007893,-0.000326,0.000684,0.661241,0.750173
real,11.900000,-1.740124,0.124878,0.008722,-0.000504,0.000579,0.657862,0.753138
odom,11.934000,-1.795239,0.227803,0.008719,-0.000494,0.000592,0.654466,0.756091
estimator,1716590967.189594,-1.835790,0.093861,0.007880,-0.000349,0.000701,0.657862,0.753138
real,11.934000,-1.738893,0.133646,0.008719,-0.000494,0.000592,0.654466,0.756091
odom,11.968000,-1.818433,0.140674,0.008720,-0.000491,0.000603,0.651126,0.758970
estimator,1716590967.223599,-1.795240,0.227802,0.007869,-0.000340,0.000715,0.654466,0.756091
real,11.968000,-1.737653,0.141951,0.008720,-0.000491,0.000603,0.651126,0.758970
odom,12.002000,-1.812819,0.249811,0.008728,-0.000489,0.000584,0.647698,0.761897
estimator,1716590967.299279,-2.087189,-0.016754,0.094199,0.007708,-0.006731,0.918363,-0.395606
odom,12.036000,-1.693262,0.100134,0.008742,-0.000468,0.000562,0.643025,0.765845
estimator,1716590967.307734,-1.816453,0.207004,0.007776,-0.000340,0.000726,0.648429,0.761274
real,12.002000,-1.736340,0.150235,0.008728,-0.000489,0.000584,0.647698,0.761897
real,12.036000,-1.734859,0.158987,0.008742,-0.000468,0.000562,0.643025,0.765845
odom,12.070000,-1.651139,0.142228,0.008733,-0.000469,0.000581,0.636889,0.770955
estimator,1716590967.326045,-1.693262,0.100132,0.007673,-0.000320,0.000705,0.643025,0.765845
real,12.070000,-1.733254,0.167709,0.008733,-0.000469,0.000581,0.636889,0.770955
odom,12.104000,-1.646362,0.080666,0.008728,-0.000477,0.000601,0.630653,0.776065
estimator,1716590967.360477,-1.651139,0.142226,0.007649,-0.000322,0.000725,0.636889,0.770955
real,12.104000,-1.731510,0.176402,0.008728,-0.000477,0.000601,0.630653,0.776065
odom,12.138000,-1.801926,0.096997,0.008726,-0.000467,0.000604,0.624372,0.781127
estimator,1716590967.394159,-1.646362,0.080664,0.007638,-0.000331,0.000747,0.630652,0.776065
real,12.138000,-1.729626,0.185065,0.008726,-0.000467,0.000604,0.624372,0.781127
odom,12.172000,-1.740777,0.146557,0.008729,-0.000454,0.000596,0.616769,0.787144
estimator,1716590967.467056,-1.131176,-0.769922,0.006898,-0.000526,0.000921,0.611951,0.790895
real,12.172000,-1.727592,0.193684,0.008729,-0.000454,0.000596,0.616769,0.787144
odom,12.206000,-1.687144,0.121990,0.008730,-0.000453,0.000586,0.608990,0.793177
estimator,1716590967.477434,-1.770115,0.120928,0.007642,-0.000326,0.000748,0.620732,0.784022
real,12.206000,-1.725385,0.202278,0.008730,-0.000453,0.000586,0.608990,0.793177
odom,12.240000,-1.781491,0.110937,0.008733,-0.000454,0.000590,0.601150,0.799136
estimator,1716590967.496652,-1.687145,0.121988,0.007562,-0.000330,0.000739,0.608990,0.793177
real,12.240000,-1.723009,0.210827,0.008733,-0.000454,0.000590,0.601150,0.799136
odom,12.274000,-1.810728,0.213763,0.008734,-0.000444,0.000601,0.593251,0.805017
estimator,1716590967.530640,-1.781492,0.110935,0.007602,-0.000332,0.000743,0.601149,0.799136
real,12.274000,-1.720465,0.219327,0.008734,-0.000444,0.000601,0.593251,0.805017
odom,12.308000,-1.656217,0.168803,0.008736,-0.000432,0.000609,0.585296,0.810820
estimator,1716590967.564505,-1.810728,0.213762,0.007616,-0.000324,0.000756,0.593251,0.805017
real,12.308000,-1.717754,0.227775,0.008736,-0.000432,0.000609,0.585296,0.810820
odom,12.342000,-1.733017,0.325719,0.008730,-0.000426,0.000607,0.577282,0.816544
estimator,1716590967.597820,-1.656218,0.168802,0.007556,-0.000314,0.000765,0.585295,0.810820
real,12.342000,-1.714878,0.236168,0.008730,-0.000426,0.000607,0.577282,0.816544
odom,12.376000,-1.690435,0.289712,0.008724,-0.000440,0.000621,0.569463,0.822017
estimator,1716590967.708237,-1.507539,0.480541,0.007306,-0.000289,0.000776,0.578817,0.815457
real,12.376000,-1.712020,0.244008,0.008724,-0.000440,0.000621,0.569463,0.822017
odom,12.410000,-1.642187,0.257859,0.008735,-0.000422,0.000612,0.561340,0.827585
estimator,1716590967.717874,-1.713606,0.305318,0.007593,-0.000313,0.000763,0.573024,0.819538
odom,12.444000,-1.616258,0.285260,0.008744,-0.000402,0.000607,0.553161,0.833074
estimator,1716590967.727613,-1.642188,0.257858,0.007584,-0.000299,0.000754,0.561340,0.827585
odom,12.478000,-1.736003,0.177554,0.008747,-0.000394,0.000595,0.545283,0.838252
estimator,1716590967.737959,-1.616258,0.285258,0.007585,-0.000281,0.000750,0.553161,0.833074
real,12.410000,-1.708988,0.251850,0.008735,-0.000422,0.000612,0.561340,0.827585
real,12.444000,-1.705802,0.259630,0.008744,-0.000402,0.000607,0.553161,0.833074
real,12.478000,-1.702313,0.267702,0.008747,-0.000394,0.000595,0.545283,0.838252
odom,12.512000,-1.740786,0.281419,0.008739,-0.000401,0.000608,0.537005,0.843578
estimator,1716590967.768137,-1.736004,0.177552,0.007627,-0.000274,0.000740,0.545283,0.838252
real,12.512000,-1.698638,0.275778,0.008739,-0.000401,0.000608,0.537005,0.843578
odom,12.546000,-1.794646,0.218624,0.008730,-0.000395,0.000624,0.528675,0.848824
estimator,1716590967.802588,-1.740786,0.281417,0.007626,-0.000283,0.000753,0.537005,0.843578
real,12.546000,-1.694803,0.283779,0.008730,-0.000395,0.000624,0.528675,0.848824
odom,12.580000,-1.712327,0.235738,0.008732,-0.000393,0.000653,0.520730,0.853721
estimator,1716590967.883405,-1.091319,0.522370,0.007031,-0.000380,0.000631,0.416105,0.909316
real,12.580000,-1.691068,0.291203,0.008732,-0.000393,0.000653,0.520730,0.853721
odom,12.614000,-1.651824,0.337861,0.008733,-0.000381,0.000651,0.512392,0.858752
estimator,1716590967.892760,-1.753790,0.224849,0.007585,-0.000282,0.000769,0.524334,0.851512
real,12.614000,-1.687369,0.298221,0.008733,-0.000381,0.000651,0.512392,0.858752
odom,12.648000,-1.754861,0.317626,0.008737,-0.000364,0.000623,0.503910,0.863756
estimator,1716590967.905685,-1.651825,0.337859,0.007517,-0.000274,0.000767,0.512392,0.858752
real,12.648000,-1.683530,0.305172,0.008737,-0.000364,0.000623,0.503910,0.863756
odom,12.682000,-1.581836,0.388149,0.008741,-0.000364,0.000617,0.495378,0.868678
estimator,1716590967.939558,-1.754862,0.317624,0.007551,-0.000259,0.000741,0.503910,0.863756
real,12.682000,-1.679554,0.312047,0.008741,-0.000364,0.000617,0.495378,0.868678
odom,12.716000,-1.691236,0.288428,0.008742,-0.000363,0.000618,0.488545,0.872538
estimator,1716590967.972678,-1.581837,0.388147,0.007506,-0.000260,0.000736,0.495377,0.868678
real,12.716000,-1.675239,0.319209,0.008742,-0.000363,0.000618,0.488545,0.872538
odom,12.750000,-1.613439,0.251520,0.008738,-0.000340,0.000647,0.481493,0.876450
estimator,1716590968.005874,-1.691237,0.288427,0.007535,-0.000260,0.000738,0.488545,0.872538
real,12.750000,-1.670790,0.326335,0.008738,-0.000340,0.000647,0.481493,0.876450
odom,12.784000,-1.702662,0.332996,0.008744,-0.000341,0.000634,0.474684,0.880156
estimator,1716590968.134726,-1.936703,0.351079,0.008140,-0.000292,0.000776,0.481596,0.876393
odom,12.818000,-1.728144,0.326262,0.008732,-0.000362,0.000651,0.467661,0.883907
estimator,1716590968.144762,-1.659948,0.290466,0.007511,-0.000241,0.000767,0.477908,0.878409
real,12.784000,-1.666007,0.333736,0.008744,-0.000341,0.000634,0.474684,0.880156
odom,12.852000,-1.653504,0.387137,0.008734,-0.000342,0.000654,0.460521,0.887649
estimator,1716590968.154919,-1.728145,0.326261,0.007504,-0.000267,0.000783,0.467661,0.883907
odom,12.886000,-1.689904,0.296474,0.008740,-0.000319,0.000647,0.453345,0.891335
estimator,1716590968.164275,-1.653505,0.387135,0.007484,-0.000248,0.000787,0.460521,0.887648
real,12.818000,-1.661352,0.340695,0.008732,-0.000362,0.000651,0.467661,0.883907
real,12.852000,-1.656570,0.347601,0.008734,-0.000342,0.000654,0.460521,0.887649
real,12.886000,-1.651678,0.354429,0.008740,-0.000319,0.000647,0.453345,0.891335
odom,12.920000,-1.616275,0.384258,0.008733,-0.000336,0.000660,0.446308,0.894879
estimator,1716590968.175787,-1.689905,0.296473,0.007498,-0.000226,0.000781,0.453345,0.891335
real,12.920000,-1.646984,0.360765,0.008733,-0.000336,0.000660,0.446308,0.894879
odom,12.954000,-1.644845,0.457396,0.008737,-0.000327,0.000653,0.439081,0.898447
estimator,1716590968.211402,-1.616277,0.384257,0.007471,-0.000244,0.000795,0.446308,0.894879
real,12.954000,-1.642160,0.367065,0.008737,-0.000327,0.000653,0.439081,0.898447
odom,12.988000,-1.538326,0.464142,0.008749,-0.000301,0.000617,0.432071,0.901839
estimator,1716590968.292701,8.005899,16.997903,-0.077567,-0.005062,0.001323,0.474058,0.880478
real,12.988000,-1.636714,0.373948,0.008749,-0.000301,0.000617,0.432071,0.901839
odom,13.022000,-1.571627,0.469423,0.008734,-0.000314,0.000658,0.424907,0.905237
estimator,1716590968.303379,-1.593080,0.458082,0.007425,-0.000239,0.000787,0.435415,0.900229
odom,13.056000,-1.698500,0.351378,0.008731,-0.000311,0.000678,0.417604,0.908629
estimator,1716590968.313966,-1.571628,0.469421,0.007344,-0.000257,0.000828,0.424906,0.905237
real,13.022000,-1.631420,0.380425,0.008734,-0.000314,0.000658,0.424907,0.905237
real,13.056000,-1.626001,0.386844,0.008731,-0.000311,0.000678,0.417604,0.908629
odom,13.090000,-1.589046,0.437739,0.008744,-0.000292,0.000669,0.410270,0.911964
estimator,1716590968.345769,-1.698501,0.351377,0.007392,-0.000255,0.000849,0.417604,0.908629
real,13.090000,-1.620480,0.393174,0.008744,-0.000292,0.000669,0.410270,0.911964
odom,13.124000,-1.521144,0.375578,0.008737,-0.000296,0.000673,0.403153,0.915132
estimator,1716590968.379512,-1.589048,0.437737,0.007362,-0.000238,0.000840,0.410270,0.911964
real,13.124000,-1.615216,0.399020,0.008737,-0.000296,0.000673,0.403153,0.915132
odom,13.158000,-1.696476,0.488328,0.008733,-0.000287,0.000665,0.395770,0.918350
estimator,1716590968.414273,-1.521145,0.375577,0.007333,-0.000243,0.000845,0.403153,0.915132
real,13.158000,-1.609814,0.404832,0.008733,-0.000287,0.000665,0.395770,0.918350
odom,13.192000,-1.531083,0.501303,0.008758,-0.000272,0.000630,0.388663,0.921380
estimator,1716590968.488389,3.579619,-2.965730,0.003994,0.001083,-0.000538,0.944666,0.328033
odom,13.226000,-1.665684,0.407212,0.008743,-0.000282,0.000673,0.381380,0.924418
estimator,1716590968.499202,-1.612975,0.494625,0.007267,-0.000239,0.000836,0.391899,0.920008
real,13.192000,-1.603735,0.411169,0.008758,-0.000272,0.000630,0.388663,0.921380
real,13.226000,-1.597853,0.417111,0.008743,-0.000282,0.000673,0.381380,0.924418
odom,13.260000,-1.495782,0.381390,0.008731,-0.000272,0.000694,0.373939,0.927453
estimator,1716590968.516997,-1.665686,0.407211,0.007192,-0.000254,0.000878,0.381380,0.924418
real,13.260000,-1.591849,0.422986,0.008731,-0.000272,0.000694,0.373939,0.927453
odom,13.294000,-1.503363,0.430800,0.008734,-0.000257,0.000685,0.366465,0.930431
estimator,1716590968.550622,-1.495784,0.381389,0.007115,-0.000246,0.000900,0.373939,0.927453
real,13.294000,-1.585751,0.428764,0.008734,-0.000257,0.000685,0.366465,0.930431
odom,13.328000,-1.602495,0.385114,0.008735,-0.000261,0.000692,0.359166,0.933273
estimator,1716590968.585934,-1.503365,0.430798,0.007115,-0.000232,0.000890,0.366465,0.930431
real,13.328000,-1.579944,0.434094,0.008735,-0.000261,0.000692,0.359166,0.933273
odom,13.362000,-1.626243,0.429388,0.008742,-0.000253,0.000682,0.351652,0.936131
estimator,1716590968.619760,-1.602497,0.385113,0.007160,-0.000238,0.000898,0.359166,0.933273
real,13.362000,-1.574014,0.439367,0.008742,-0.000253,0.000682,0.351652,0.936131
odom,13.396000,-1.502194,0.505437,0.008753,-0.000236,0.000639,0.344382,0.938829
estimator,1716590968.711529,-1.495662,0.395698,0.007253,-0.000008,0.000757,0.330030,0.943970
odom,13.430000,-1.616174,0.535591,0.008736,-0.000240,0.000685,0.336915,0.941535
estimator,1716590968.722364,-1.561748,0.467721,0.007036,-0.000235,0.000887,0.347702,0.937605
real,13.396000,-1.567342,0.445113,0.008753,-0.000236,0.000639,0.344382,0.938829
odom,13.464000,-1.545872,0.533592,0.008734,-0.000235,0.000715,0.329349,0.944208
estimator,1716590968.732684,-1.616176,0.535590,0.006931,-0.000245,0.000932,0.336915,0.941535
real,13.430000,-1.560914,0.450475,0.008736,-0.000240,0.000685,0.336915,0.941535
real,13.464000,-1.554378,0.455752,0.008734,-0.000235,0.000715,0.329349,0.944208
odom,13.498000,-1.584305,0.548848,0.008740,-0.000218,0.000709,0.321761,0.946821
estimator,1716590968.757328,-1.545874,0.533590,0.006897,-0.000242,0.000961,0.329349,0.944208
real,13.498000,-1.547758,0.460924,0.008740,-0.000218,0.000709,0.321761,0.946821
odom,13.532000,-1.638701,0.529293,0.008738,-0.000217,0.000691,0.314153,0.949372
estimator,1716590968.790247,-1.584308,0.548846,0.006918,-0.000227,0.000955,0.321761,0.946820
real,13.532000,-1.541056,0.465990,0.008738,-0.000217,0.000691,0.314153,0.949372
odom,13.566000,-1.452545,0.414868,0.008740,-0.000216,0.000674,0.306651,0.951822
estimator,1716590968.824527,-1.638703,0.529291,0.006944,-0.000228,0.000938,0.314153,0.949372
real,13.566000,-1.533937,0.471194,0.008740,-0.000216,0.000674,0.306651,0.951822
odom,13.600000,-1.462059,0.434091,0.008742,-0.000207,0.000695,0.299008,0.954250
estimator,1716590968.896989,-0.370380,-1.169156,0.004536,0.001112,0.000455,0.321883,0.946779
real,13.600000,-1.526696,0.476313,0.008742,-0.000207,0.000695,0.299008,0.954250
odom,13.634000,-1.564121,0.571060,0.008738,-0.000198,0.000720,0.291352,0.956616
estimator,1716590968.907385,-1.456416,0.427751,0.006874,-0.000233,0.000919,0.302613,0.953113
real,13.634000,-1.519374,0.481314,0.008738,-0.000198,0.000720,0.291352,0.956616
odom,13.668000,-1.533317,0.492315,0.008738,-0.000199,0.000720,0.283678,0.958919
estimator,1716590968.926236,-1.564124,0.571059,0.006889,-0.000229,0.000942,0.291351,0.956616
real,13.668000,-1.511974,0.486197,0.008738,-0.000199,0.000720,0.283678,0.958919
odom,13.702000,-1.434553,0.537657,0.008738,-0.000197,0.000710,0.275986,0.961162
estimator,1716590968.961235,-1.533320,0.492313,0.006891,-0.000232,0.000943,0.283677,0.958919
real,13.702000,-1.504496,0.490962,0.008738,-0.000197,0.000710,0.275986,0.961162
odom,13.736000,-1.540193,0.432389,0.008726,-0.000194,0.000724,0.270147,0.962819
estimator,1716590968.994009,-1.434556,0.537655,0.006843,-0.000232,0.000932,0.275985,0.961161
real,13.736000,-1.497399,0.495341,0.008726,-0.000194,0.000724,0.270147,0.962819
odom,13.770000,-1.429485,0.495189,0.008739,-0.000172,0.000699,0.264159,0.964479
estimator,1716590969.027738,-1.540196,0.432388,0.006894,-0.000230,0.000946,0.270147,0.962819
real,13.770000,-1.489803,0.499903,0.008739,-0.000172,0.000699,0.264159,0.964479
odom,13.804000,-1.452237,0.546792,0.008744,-0.000174,0.000706,0.258143,0.966106
estimator,1716590969.114668,-1.873990,1.664753,0.007971,0.000536,0.002136,0.411425,0.911441
real,13.804000,-1.482150,0.504369,0.008744,-0.000174,0.000706,0.258143,0.966106
odom,13.838000,-1.510652,0.539005,0.008729,-0.000184,0.000759,0.252163,0.967685
estimator,1716590969.125811,-1.439786,0.519071,0.006845,-0.000212,0.000920,0.260943,0.965354
odom,13.872000,-1.543409,0.537167,0.008740,-0.000160,0.000719,0.246149,0.969232
estimator,1716590969.136688,-1.510655,0.539003,0.006852,-0.000226,0.000973,0.252163,0.967684
real,13.838000,-1.475250,0.508282,0.008729,-0.000184,0.000759,0.252163,0.967685
real,13.872000,-1.467897,0.512333,0.008740,-0.000160,0.000719,0.246149,0.969232
odom,13.906000,-1.452595,0.598162,0.008743,-0.000156,0.000702,0.240108,0.970746
estimator,1716590969.167930,-1.543412,0.537166,0.006875,-0.000204,0.000932,0.246149,0.969232
real,13.906000,-1.460493,0.516292,0.008743,-0.000156,0.000702,0.240108,0.970746
odom,13.940000,-1.494116,0.458111,0.008740,-0.000176,0.000716,0.234060,0.972222
estimator,1716590969.202686,-1.452597,0.598161,0.006831,-0.000202,0.000915,0.240108,0.970746
real,13.940000,-1.453041,0.520159,0.008740,-0.000176,0.000716,0.234060,0.972222
odom,13.974000,-1.514051,0.567344,0.008742,-0.000160,0.000713,0.228036,0.973652
estimator,1716590969.280266,5.971177,7.813456,0.040844,-0.001120,-0.001347,0.651738,0.758442
real,13.974000,-1.445125,0.524141,0.008742,-0.000160,0.000713,0.228036,0.973652
odom,14.008000,-1.530750,0.622527,0.008741,-0.000152,0.000725,0.221973,0.975053
estimator,1716590969.293387,-1.496328,0.515158,0.006826,-0.000227,0.000928,0.229655,0.973272
odom,14.042000,-1.480960,0.563316,0.008739,-0.000155,0.000729,0.215902,0.976415
estimator,1716590969.306903,-1.530753,0.622526,0.006804,-0.000223,0.000939,0.221973,0.975052
real,14.008000,-1.437160,0.528025,0.008741,-0.000152,0.000725,0.221973,0.975053
real,14.042000,-1.429148,0.531810,0.008739,-0.000155,0.000729,0.215902,0.976415
odom,14.076000,-1.352849,0.490718,0.008735,-0.000166,0.000742,0.209856,0.977732
estimator,1716590969.336994,-1.480963,0.563315,0.006797,-0.000227,0.000942,0.215902,0.976415
real,14.076000,-1.421494,0.535310,0.008735,-0.000166,0.000742,0.209856,0.977732
odom,14.110000,-1.454833,0.608470,0.008740,-0.000160,0.000728,0.203772,0.979018
estimator,1716590969.370686,-1.352852,0.490716,0.006760,-0.000239,0.000955,0.209856,0.977732
real,14.110000,-1.413815,0.538707,0.008740,-0.000160,0.000728,0.203772,0.979018
odom,14.144000,-1.414799,0.583257,0.008739,-0.000162,0.000717,0.197682,0.980266
estimator,1716590969.404795,-1.454836,0.608469,0.006777,-0.000234,0.000940,0.203772,0.979018
real,14.144000,-1.406095,0.542008,0.008739,-0.000162,0.000717,0.197682,0.980266
odom,14.178000,-1.338482,0.592749,0.008747,-0.000161,0.000695,0.191616,0.981470
estimator,1716590969.513729,-1.652744,0.500609,0.008274,-0.000197,0.000990,0.197505,0.980301
odom,14.212000,-1.424912,0.644646,0.008741,-0.000156,0.000691,0.185515,0.982641
estimator,1716590969.524270,-1.373096,0.586514,0.006692,-0.000241,0.000929,0.194110,0.980979
real,14.178000,-1.397882,0.545398,0.008747,-0.000161,0.000695,0.191616,0.981470
odom,14.246000,-1.427010,0.539775,0.008747,-0.000156,0.000708,0.179411,0.983774
estimator,1716590969.534945,-1.424915,0.644645,0.006645,-0.000240,0.000924,0.185515,0.982641
odom,14.280000,-1.400888,0.461259,0.008729,-0.000146,0.000724,0.173295,0.984870
estimator,1716590969.545352,-1.427014,0.539773,0.006677,-0.000241,0.000940,0.179411,0.983774
real,14.212000,-1.389649,0.548679,0.008741,-0.000156,0.000691,0.185515,0.982641
real,14.246000,-1.381376,0.551857,0.008747,-0.000156,0.000708,0.179411,0.983774
real,14.280000,-1.373486,0.554776,0.008729,-0.000146,0.000724,0.173295,0.984870
odom,14.314000,-1.319491,0.578790,0.008741,-0.000155,0.000712,0.167184,0.985925
estimator,1716590969.573216,-1.400891,0.461258,0.006668,-0.000233,0.000955,0.173295,0.984870
real,14.314000,-1.365575,0.557591,0.008741,-0.000155,0.000712,0.167184,0.985925
odom,14.348000,-1.263448,0.624513,0.008740,-0.000165,0.000701,0.161063,0.986944
estimator,1716590969.606913,-1.319495,0.578789,0.006616,-0.000244,0.000943,0.167184,0.985925
real,14.348000,-1.357630,0.560308,0.008740,-0.000165,0.000701,0.161063,0.986944
odom,14.382000,-1.377401,0.558162,0.008763,-0.000127,0.000657,0.155025,0.987910
estimator,1716590969.687666,-0.078928,-1.627391,-0.002098,0.002320,-0.000004,0.914901,0.403672
odom,14.416000,-1.373897,0.609733,0.008770,-0.000071,0.000602,0.148927,0.988848
estimator,1716590969.698128,-1.318226,0.590953,0.006702,-0.000258,0.000931,0.157652,0.987494
real,14.382000,-1.349165,0.563083,0.008763,-0.000127,0.000657,0.155025,0.987910
odom,14.450000,-1.288157,0.483444,0.008793,-0.000060,0.000548,0.142845,0.989745
estimator,1716590969.709856,-1.373900,0.609732,0.006809,-0.000206,0.000875,0.148927,0.988848
real,14.416000,-1.340709,0.565740,0.008770,-0.000071,0.000602,0.148927,0.988848
real,14.450000,-1.332221,0.568292,0.008793,-0.000060,0.000548,0.142845,0.989745
odom,14.484000,-1.281527,0.520689,0.008788,-0.000152,0.000585,0.136726,0.990609
estimator,1716590969.745379,-1.288160,0.483443,0.006834,-0.000197,0.000819,0.142845,0.989745
real,14.484000,-1.323697,0.570746,0.008788,-0.000152,0.000585,0.136726,0.990609
odom,14.518000,-1.388816,0.604924,0.008779,-0.000151,0.000670,0.130639,0.991430
estimator,1716590969.778545,-1.281529,0.520688,0.006813,-0.000291,0.000856,0.136726,0.990609
real,14.518000,-1.316211,0.572797,0.008779,-0.000151,0.000670,0.130639,0.991430
odom,14.552000,-1.227714,0.481172,0.008774,-0.000074,0.000646,0.126049,0.992024
estimator,1716590969.811545,-1.388819,0.604923,0.006828,-0.000291,0.000940,0.130639,0.991430
real,14.552000,-1.309420,0.574582,0.008774,-0.000074,0.000646,0.126049,0.992024
odom,14.586000,-1.362062,0.627445,0.008807,-0.000065,0.000473,0.121679,0.992569
estimator,1716590969.886500,0.923385,-0.704913,-0.048172,0.016033,-0.007898,0.196555,0.980330
real,14.586000,-1.301741,0.576519,0.008807,-0.000065,0.000473,0.121679,0.992569
odom,14.620000,-1.194244,0.676632,0.008817,-0.000259,0.000355,0.117322,0.993094
estimator,1716590969.897700,-1.293471,0.551976,0.006855,-0.000218,0.000915,0.123480,0.992347
real,14.620000,-1.293027,0.578789,0.008817,-0.000259,0.000355,0.117322,0.993094
odom,14.654000,-1.190012,0.670026,0.008770,-0.000370,0.000419,0.112868,0.993610
estimator,1716590969.913557,-1.194246,0.676631,0.006730,-0.000415,0.000795,0.117322,0.993093
real,14.654000,-1.284419,0.580806,0.008770,-0.000370,0.000419,0.112868,0.993610
odom,14.688000,-1.372897,0.522289,0.008734,-0.000384,0.000675,0.108365,0.994111
estimator,1716590969.947822,-1.190013,0.670024,0.006682,-0.000527,0.000859,0.112868,0.993609
real,14.688000,-1.276182,0.582654,0.008734,-0.000384,0.000675,0.108365,0.994111
odom,14.722000,-1.232241,0.672345,0.008698,-0.000256,0.000898,0.103946,0.994582
estimator,1716590969.981640,-1.372899,0.522287,0.006860,-0.000543,0.001114,0.108365,0.994110
real,14.722000,-1.267976,0.584420,0.008698,-0.000256,0.000898,0.103946,0.994582
odom,14.756000,-1.325357,0.663209,0.008703,-0.000069,0.000820,0.099525,0.995035
estimator,1716590970.016664,-1.232246,0.672342,0.006644,-0.000418,0.001336,0.103946,0.994582
real,14.756000,-1.259760,0.586112,0.008703,-0.000069,0.000820,0.099525,0.995035
odom,14.790000,-1.246629,0.558800,0.008775,0.000025,0.000623,0.094965,0.995480
estimator,1716590970.128359,12.345421,0.709495,0.033308,0.000886,-0.000638,0.364050,0.931379
real,14.790000,-1.251010,0.587831,0.008775,0.000025,0.000623,0.094965,0.995480
odom,14.824000,-1.189305,0.626119,0.008792,0.000031,0.000532,0.090557,0.995891
estimator,1716590970.140357,-1.275256,0.613123,0.006644,-0.000237,0.001256,0.095448,0.995434
odom,14.858000,-1.230741,0.534241,0.008800,0.000022,0.000528,0.086132,0.996284
estimator,1716590970.152064,-1.189309,0.626118,0.006520,-0.000234,0.001165,0.090558,0.995891
odom,14.892000,-1.226124,0.585181,0.008771,-0.000043,0.000645,0.081442,0.996678
estimator,1716590970.164618,-1.230744,0.534240,0.006637,-0.000246,0.001159,0.086132,0.996283
real,14.824000,-1.242308,0.589462,0.008792,0.000031,0.000532,0.090557,0.995891
real,14.858000,-1.233589,0.591017,0.008800,0.000022,0.000528,0.086132,0.996284
real,14.892000,-1.225266,0.592428,0.008771,-0.000043,0.000645,0.081442,0.996678
odom,14.926000,-1.299204,0.571465,0.008731,-0.000138,0.000758,0.077003,0.997031
estimator,1716590970.185996,-1.226127,0.585181,0.006570,-0.000314,0.001275,0.081442,0.996677
real,14.926000,-1.216980,0.593753,0.008731,-0.000138,0.000758,0.077003,0.997031
odom,14.960000,-1.239818,0.550112,0.008727,-0.000154,0.000771,0.072568,0.997363
estimator,1716590970.221517,-1.299208,0.571464,0.006627,-0.000412,0.001387,0.077003,0.997030
real,14.960000,-1.208683,0.595002,0.008727,-0.000154,0.000771,0.072568,0.997363
odom,14.994000,-1.168057,0.499965,0.008748,-0.000106,0.000683,0.067889,0.997693
estimator,1716590970.300921,10.693179,3.969936,-0.045133,0.000499,0.001740,0.671723,0.740800
real,14.994000,-1.199857,0.596246,0.008748,-0.000106,0.000683,0.067889,0.997693
odom,15.028000,-1.266938,0.614571,0.008783,-0.000007,0.000596,0.063451,0.997985
estimator,1716590970.312329,-1.189197,0.528216,0.006450,-0.000438,0.001396,0.067330,0.997730
odom,15.062000,-1.102193,0.505333,0.008783,-0.000021,0.000598,0.058692,0.998276
estimator,1716590970.324170,-1.266942,0.614570,0.006505,-0.000341,0.001308,0.063451,0.997984
real,15.028000,-1.191079,0.597398,0.008783,-0.000007,0.000596,0.063451,0.997985
real,15.062000,-1.182683,0.598426,0.008783,-0.000021,0.000598,0.058692,0.998276
odom,15.096000,-1.096285,0.652494,0.008780,-0.000070,0.000609,0.054242,0.998528
estimator,1716590970.358163,-1.102197,0.505332,0.006361,-0.000358,0.001308,0.058692,0.998275
real,15.096000,-1.174347,0.599370,0.008780,-0.000070,0.000609,0.054242,0.998528
odom,15.130000,-1.076306,0.509100,0.008772,-0.000088,0.000640,0.051109,0.998693
estimator,1716590970.391729,-1.096290,0.652492,0.006238,-0.000410,0.001318,0.054242,0.998527
real,15.130000,-1.166405,0.600206,0.008772,-0.000088,0.000640,0.051109,0.998693
odom,15.164000,-1.133188,0.551804,0.008784,-0.000050,0.000574,0.048396,0.998828
estimator,1716590970.425899,-1.076311,0.509098,0.006311,-0.000431,0.001348,0.051109,0.998692
real,15.164000,-1.157619,0.601077,0.008784,-0.000050,0.000574,0.048396,0.998828
odom,15.198000,-1.219411,0.580213,0.008804,-0.000021,0.000526,0.045684,0.998956
estimator,1716590970.513456,-1.470506,0.036076,-0.004670,0.001446,0.001939,0.795212,0.606326
real,15.198000,-1.148809,0.601902,0.008804,-0.000021,0.000526,0.045684,0.998956
odom,15.232000,-1.207524,0.671229,0.008799,-0.000052,0.000547,0.042998,0.999075
estimator,1716590970.526367,-1.160812,0.568483,0.006424,-0.000399,0.001279,0.044557,0.999006
odom,15.266000,-1.155058,0.666593,0.008789,-0.000033,0.000591,0.040293,0.999188
estimator,1716590970.539003,-1.207528,0.671228,0.006465,-0.000431,0.001300,0.042998,0.999074
real,15.232000,-1.139998,0.602683,0.008799,-0.000052,0.000547,0.042998,0.999075
real,15.266000,-1.131674,0.603373,0.008789,-0.000033,0.000591,0.040293,0.999188
